Group,NumInGroup,GroupSize,HomePlanet,CryoSleep,Deck,Num,Side,Destination,Age,VIP,Surname,TotalExpenses,HasExpenses,Transported
1186,1,5,Earth,False,G,183.0,S,TRAPPIST-1e,0.0,False,Browlerson,0,0,True
1186,2,5,Earth,False,G,183.0,S,TRAPPIST-1e,8.0,,Browlerson,0,0,False
1186,3,5,Earth,True,G,183.0,S,TRAPPIST-1e,1.0,False,Browlerson,0,0,False
1186,4,5,Earth,False,F,227.0,S,TRAPPIST-1e,48.0,False,Browlerson,800,1,True
1186,5,5,Earth,False,G,183.0,S,TRAPPIST-1e,12.0,False,Browlerson,0,0,False
1187,1,3,Earth,False,F,228.0,S,TRAPPIST-1e,30.0,False,Matts,803,1,False
1187,2,3,Earth,False,G,184.0,S,TRAPPIST-1e,10.0,False,Matts,0,0,False
1187,3,3,Earth,False,G,184.0,S,TRAPPIST-1e,11.0,False,Matts,0,0,False
1188,1,1,Europa,False,C,46.0,P,TRAPPIST-1e,58.0,False,Sorticbar,7518,1,False
1190,1,1,Earth,False,E,72.0,P,TRAPPIST-1e,52.0,False,Carpennels,786,1,True
1191,1,1,Earth,False,F,229.0,S,TRAPPIST-1e,36.0,False,Santry,1583,1,False
1192,1,1,Earth,False,F,238.0,P,TRAPPIST-1e,32.0,False,Moodman,1457,1,False
1193,1,2,Europa,True,B,50.0,S,TRAPPIST-1e,16.0,False,Presstic,0,0,True
1193,2,2,Europa,True,B,50.0,S,55 Cancri e,25.0,False,Presstic,0,0,True
1195,1,1,Earth,False,F,239.0,P,55 Cancri e,28.0,False,Lancis,560,1,True
1197,1,1,Europa,False,B,45.0,P,55 Cancri e,32.0,True,Folhal,5547,1,False
1198,1,1,Mars,False,,,,TRAPPIST-1e,28.0,,Tie,1158,1,True
1199,1,1,Earth,False,E,73.0,P,TRAPPIST-1e,16.0,False,Hubbarnett,987,1,False
1203,1,1,Europa,False,B,51.0,S,55 Cancri e,50.0,True,Unrent,12557,1,False
1206,1,1,Earth,False,F,241.0,P,TRAPPIST-1e,20.0,False,Powery,946,1,False
1208,1,1,Earth,False,G,178.0,P,TRAPPIST-1e,23.0,False,Blainson,236,1,False
1210,1,2,Earth,True,G,179.0,P,TRAPPIST-1e,45.0,,Brooker,0,0,True
1210,2,2,Earth,False,G,179.0,P,TRAPPIST-1e,23.0,False,Brooker,908,1,False
1211,1,7,Earth,True,G,186.0,S,PSO J318.5-22,53.0,False,Alvasquez,0,0,False
1211,2,7,Earth,True,G,186.0,S,TRAPPIST-1e,8.0,False,Alvasquez,0,0,False
1211,3,7,Earth,True,G,186.0,S,TRAPPIST-1e,6.0,False,Pollarkeeks,0,0,True
1211,4,7,Earth,True,G,186.0,S,TRAPPIST-1e,3.0,False,Pollarkeeks,0,0,False
1211,5,7,Earth,False,F,232.0,S,55 Cancri e,13.0,False,Alvasquez,1144,1,True
1211,6,7,Earth,True,G,186.0,S,TRAPPIST-1e,60.0,False,Alvasquez,0,0,False
1211,7,7,Earth,False,G,186.0,S,55 Cancri e,1.0,False,Pollarkeeks,0,0,True
1212,1,1,Earth,False,G,180.0,P,TRAPPIST-1e,40.0,False,Vales,756,1,False
1213,1,1,Earth,False,F,242.0,P,TRAPPIST-1e,51.0,False,Mckinsond,804,1,True
1214,1,1,Earth,True,G,181.0,P,55 Cancri e,31.0,False,Fulloydez,0,0,True
1215,1,1,Earth,True,G,187.0,S,TRAPPIST-1e,28.0,False,Huntt,0,0,True
1216,1,1,Earth,False,G,182.0,P,TRAPPIST-1e,20.0,False,Pentss,970,1,True
1218,1,1,Earth,False,F,243.0,P,TRAPPIST-1e,14.0,False,Gilleranks,2150,1,False
1220,1,1,Europa,False,E,76.0,P,TRAPPIST-1e,23.0,False,Fanchy,1747,1,False
1221,1,2,Earth,False,G,188.0,S,TRAPPIST-1e,4.0,False,Alfordonard,0,0,False
1221,2,2,Earth,False,E,87.0,S,TRAPPIST-1e,20.0,False,Alfordonard,1609,1,False
1222,1,1,Earth,False,G,183.0,P,TRAPPIST-1e,75.0,False,Hubert,756,1,False
1223,1,1,Europa,True,C,48.0,S,55 Cancri e,24.0,False,Coweboded,0,0,True
1225,1,1,Earth,False,F,244.0,P,TRAPPIST-1e,18.0,False,Morrodgers,1402,1,True
1228,1,2,Mars,True,,,,TRAPPIST-1e,21.0,False,Purle,0,0,True
1228,2,2,Mars,False,E,89.0,S,TRAPPIST-1e,59.0,False,Purle,1049,1,True
1229,1,1,Earth,False,F,245.0,P,TRAPPIST-1e,27.0,False,Floydendley,898,1,True
1230,1,1,Earth,False,G,189.0,S,TRAPPIST-1e,38.0,False,Gainebergan,908,1,False
1231,1,1,Mars,True,E,77.0,P,TRAPPIST-1e,41.0,False,Emead,0,0,False
1232,1,2,Europa,True,C,49.0,S,TRAPPIST-1e,36.0,False,Geraing,0,0,True
1232,2,2,Europa,False,C,49.0,S,55 Cancri e,29.0,False,Geraing,5354,1,False
1233,1,1,Earth,True,G,184.0,P,PSO J318.5-22,22.0,False,Burryerson,0,0,True
1234,1,1,Earth,False,F,236.0,S,PSO J318.5-22,23.0,False,Lambles,1250,1,True
1235,1,1,Earth,False,F,237.0,S,TRAPPIST-1e,32.0,False,Scottuez,1508,1,True
1236,1,1,Earth,False,F,246.0,P,55 Cancri e,21.0,False,Lancock,658,1,False
1238,1,2,Europa,False,C,50.0,S,TRAPPIST-1e,26.0,False,Pronfraked,5514,1,True
1238,2,2,Europa,True,B,53.0,S,TRAPPIST-1e,61.0,False,,0,0,True
1239,1,1,Earth,False,E,78.0,P,PSO J318.5-22,30.0,False,Klindsey,865,1,True
1240,1,1,Earth,False,F,238.0,S,TRAPPIST-1e,40.0,False,Bookson,1102,1,True
1242,1,1,Europa,False,C,48.0,P,55 Cancri e,37.0,False,Clugeadry,5015,1,True
1243,1,2,Europa,False,A,9.0,P,TRAPPIST-1e,41.0,False,Drivery,6879,1,False
1243,2,2,Europa,False,A,9.0,P,TRAPPIST-1e,32.0,False,Oderient,8619,1,False
1246,1,1,Earth,False,G,185.0,P,TRAPPIST-1e,30.0,False,Schmondez,757,1,False
1248,1,1,Earth,False,F,239.0,S,PSO J318.5-22,27.0,False,Ewiseston,0,0,True
1250,1,1,Earth,False,F,240.0,S,TRAPPIST-1e,22.0,False,Torrez,645,1,False
1254,1,2,Mars,False,D,44.0,S,TRAPPIST-1e,54.0,False,Breke,1182,1,False
1254,2,2,Mars,False,F,241.0,S,TRAPPIST-1e,27.0,False,Breke,1129,1,False
1255,1,2,Mars,True,F,242.0,S,TRAPPIST-1e,52.0,False,Potte,0,0,True
1255,2,2,Mars,True,F,242.0,S,TRAPPIST-1e,15.0,False,Potte,0,0,True
1256,1,1,Mars,False,E,92.0,S,TRAPPIST-1e,27.0,False,Erpie,1297,1,False
1258,1,1,Europa,False,A,10.0,P,55 Cancri e,30.0,False,Cowsearney,10641,1,False
1259,1,1,Earth,False,F,243.0,S,TRAPPIST-1e,19.0,False,Mcguirez,761,1,False
1260,1,1,Earth,True,G,186.0,P,PSO J318.5-22,22.0,False,Scotterkins,0,0,True
1261,1,1,Europa,False,C,49.0,P,55 Cancri e,43.0,False,Healted,6834,1,False
1263,1,1,Mars,False,F,244.0,S,TRAPPIST-1e,25.0,False,Vloaf,1156,1,False
1264,1,1,Earth,False,E,79.0,P,TRAPPIST-1e,51.0,False,Roberrenn,997,1,False
1267,1,1,Earth,True,G,191.0,S,PSO J318.5-22,34.0,,Jacostaffey,0,0,True
1269,1,1,Mars,False,E,80.0,P,TRAPPIST-1e,21.0,False,Pane,2082,1,False
1271,1,1,Earth,True,G,189.0,P,PSO J318.5-22,21.0,False,Hubbarrison,0,0,False
1273,1,1,Earth,False,F,246.0,S,TRAPPIST-1e,23.0,False,Cruzaley,759,1,False
1274,1,1,Earth,False,F,254.0,P,55 Cancri e,38.0,False,Willangsey,804,1,False
1278,1,1,Earth,True,G,190.0,P,TRAPPIST-1e,30.0,False,Howayery,0,0,False
1279,1,1,Europa,True,C,50.0,P,55 Cancri e,31.0,False,Dynigic,0,0,True
1280,1,1,Earth,False,F,257.0,P,PSO J318.5-22,44.0,False,Leton,660,1,True
1281,1,1,Earth,True,G,193.0,S,TRAPPIST-1e,14.0,False,Tranciams,0,0,False
1282,1,1,Earth,True,G,191.0,P,PSO J318.5-22,18.0,,Handertiz,0,0,False
1283,1,1,Earth,False,G,194.0,S,TRAPPIST-1e,19.0,False,Burchanez,721,1,False
1284,1,1,Mars,True,F,247.0,S,,,False,Knité,0,0,True
1285,1,1,Earth,False,F,258.0,P,55 Cancri e,36.0,False,Weaverays,717,1,False
1286,1,1,Mars,True,F,248.0,S,TRAPPIST-1e,10.0,False,Fache,0,0,True
1287,1,3,Mars,True,F,259.0,P,TRAPPIST-1e,1.0,False,Pimne,0,0,True
1287,2,3,Mars,True,F,259.0,P,55 Cancri e,4.0,False,,0,0,True
1287,3,3,Mars,False,F,259.0,P,TRAPPIST-1e,21.0,False,Pimne,1861,1,False
1288,1,1,Earth,False,G,192.0,P,TRAPPIST-1e,24.0,False,Flemaney,621,1,False
1289,1,2,Earth,False,G,195.0,S,TRAPPIST-1e,8.0,False,Fultz,0,0,False
1289,2,2,Earth,False,G,195.0,S,TRAPPIST-1e,18.0,False,Fultz,810,1,False
1291,1,1,Mars,False,F,260.0,P,TRAPPIST-1e,33.0,False,Ponie,1821,1,False
1292,1,2,Europa,False,B,55.0,S,55 Cancri e,31.0,True,Conale,31074,1,True
1292,2,2,Europa,False,B,55.0,S,TRAPPIST-1e,43.0,False,Conale,1596,1,True
1293,1,1,Earth,False,F,261.0,P,TRAPPIST-1e,20.0,False,Bertsontry,797,1,False
1294,1,3,Europa,True,A,14.0,S,TRAPPIST-1e,28.0,False,Gulcepusy,0,0,True
1294,2,3,Europa,True,A,14.0,S,PSO J318.5-22,30.0,False,Plegred,0,0,True
1294,3,3,Europa,False,A,14.0,S,TRAPPIST-1e,28.0,True,Gulcepusy,0,0,False
1295,1,1,Earth,,,,,TRAPPIST-1e,19.0,False,Vaught,787,1,False
1299,1,1,Earth,False,F,250.0,S,TRAPPIST-1e,22.0,False,Moodsey,680,1,True
1300,1,1,Earth,False,F,251.0,S,55 Cancri e,27.0,False,Robins,694,1,False
1302,1,1,Mars,False,D,45.0,S,55 Cancri e,22.0,False,Erry,5487,1,True
1304,1,6,Earth,True,E,82.0,P,55 Cancri e,2.0,False,Quinnedy,0,0,True
1304,2,6,Earth,False,E,82.0,P,TRAPPIST-1e,4.0,False,Carrishley,0,0,False
1304,3,6,Earth,False,E,82.0,P,TRAPPIST-1e,10.0,False,Quinnedy,0,0,False
1304,4,6,Earth,False,E,82.0,P,TRAPPIST-1e,9.0,False,Powenoble,0,0,True
1304,5,6,Earth,True,E,82.0,P,TRAPPIST-1e,37.0,False,Powenoble,0,0,False
1304,6,6,Earth,False,E,82.0,P,PSO J318.5-22,2.0,False,Powenoble,0,0,True
1306,1,2,Europa,False,B,56.0,S,TRAPPIST-1e,44.0,False,Irintious,5388,1,True
1306,2,2,Europa,False,B,56.0,S,55 Cancri e,11.0,False,Irintious,0,0,True
1307,1,1,Earth,True,G,193.0,P,TRAPPIST-1e,22.0,False,Norrison,0,0,False
1308,1,4,Europa,True,,,,55 Cancri e,40.0,False,Plegred,0,0,True
1308,2,4,Europa,False,E,94.0,S,55 Cancri e,30.0,False,Plegred,14242,1,False
1308,3,4,Europa,False,E,94.0,S,55 Cancri e,37.0,False,Plegred,3643,1,False
1308,4,4,Europa,True,E,94.0,S,55 Cancri e,26.0,False,Plegred,0,0,True
1309,1,1,Earth,False,F,264.0,P,TRAPPIST-1e,19.0,False,Gordond,784,1,True
1310,1,1,Europa,False,C,52.0,S,TRAPPIST-1e,57.0,False,Coillery,5989,1,False
1311,1,3,Mars,False,F,265.0,P,,1.0,False,Make,0,0,True
1311,2,3,Mars,False,F,265.0,P,TRAPPIST-1e,17.0,False,Make,1287,1,False
1311,3,3,Mars,False,D,43.0,P,TRAPPIST-1e,26.0,False,Make,2577,1,False
1312,1,1,Earth,True,G,194.0,P,55 Cancri e,21.0,False,Blandez,0,0,True
1316,1,2,Europa,True,E,95.0,S,TRAPPIST-1e,28.0,False,Quelfly,0,0,True
1316,2,2,Europa,False,E,95.0,S,55 Cancri e,36.0,False,Quelfly,5600,1,False
1317,1,1,Mars,False,F,266.0,P,TRAPPIST-1e,25.0,False,Tité,2598,1,False
1322,1,1,Earth,True,G,196.0,P,TRAPPIST-1e,40.0,False,Masquez,0,0,True
1323,1,1,Earth,True,F,267.0,P,55 Cancri e,23.0,False,Gamberson,0,0,True
1324,1,3,Earth,True,G,199.0,S,55 Cancri e,2.0,False,Gilleyons,0,0,False
1324,2,3,Earth,False,G,199.0,S,55 Cancri e,10.0,False,Gilleyons,0,0,False
1324,3,3,Earth,True,G,199.0,S,TRAPPIST-1e,43.0,False,Gilleyons,0,0,True
1325,1,3,Earth,True,E,97.0,S,TRAPPIST-1e,0.0,False,Barbes,0,0,True
1325,2,3,Earth,False,E,97.0,S,TRAPPIST-1e,24.0,False,Barbes,906,1,False
1325,3,3,Earth,True,E,97.0,S,TRAPPIST-1e,42.0,False,Barbes,0,0,True
1326,1,2,Mars,False,F,257.0,S,TRAPPIST-1e,30.0,False,Gelte,2597,1,False
1326,2,2,Mars,False,F,257.0,S,TRAPPIST-1e,19.0,False,Gelte,1767,1,False
1328,1,1,Earth,True,G,198.0,P,TRAPPIST-1e,26.0,False,Rigginsen,0,0,False
1330,1,2,Mars,False,D,46.0,S,TRAPPIST-1e,47.0,False,Mare,1056,1,False
1330,2,2,Mars,False,D,46.0,S,TRAPPIST-1e,28.0,False,Datty,1264,1,True
1331,1,1,Earth,True,G,200.0,S,PSO J318.5-22,24.0,False,Alshipson,0,0,True
1332,1,1,Earth,False,E,98.0,S,TRAPPIST-1e,29.0,False,Hurchez,792,1,False
1333,1,1,Earth,False,F,269.0,P,PSO J318.5-22,32.0,False,Fryes,741,1,False
1335,1,1,Earth,True,G,199.0,P,TRAPPIST-1e,44.0,False,Moodsey,0,0,False
1336,1,1,Earth,True,G,201.0,S,TRAPPIST-1e,17.0,False,,0,0,True
1337,1,1,Earth,,F,258.0,S,55 Cancri e,35.0,False,Shermann,1403,1,False
1340,1,1,Earth,True,G,203.0,S,TRAPPIST-1e,23.0,False,Harrenoldez,0,0,False
1342,1,1,Earth,False,G,200.0,P,TRAPPIST-1e,34.0,False,Mayder,884,1,False
1345,1,1,Earth,False,F,260.0,S,TRAPPIST-1e,25.0,False,Flowensley,1913,1,False
1347,1,1,,False,F,271.0,P,TRAPPIST-1e,67.0,False,Horners,762,1,True
1348,1,2,Europa,False,B,57.0,S,TRAPPIST-1e,22.0,False,Balightal,4869,1,False
1348,2,2,Europa,True,B,57.0,S,TRAPPIST-1e,,False,Balightal,0,0,True
1350,1,4,Earth,True,G,206.0,S,55 Cancri e,27.0,False,Cleang,0,0,True
1350,2,4,Earth,False,F,261.0,S,TRAPPIST-1e,14.0,False,Cleang,2149,1,False
1350,3,4,Earth,False,G,206.0,S,PSO J318.5-22,42.0,False,Cleang,807,1,False
1350,4,4,Earth,True,G,206.0,S,PSO J318.5-22,19.0,False,Cleang,0,0,False
1351,1,1,Earth,False,G,202.0,P,TRAPPIST-1e,22.0,False,,0,0,False
1352,1,1,Mars,False,F,272.0,P,TRAPPIST-1e,31.0,False,Gerry,1486,1,False
1353,1,4,Mars,False,F,262.0,S,TRAPPIST-1e,10.0,False,Tepie,0,0,True
1353,2,4,Mars,False,F,262.0,S,TRAPPIST-1e,39.0,False,Tepie,2598,1,False
1353,3,4,Mars,True,F,262.0,S,TRAPPIST-1e,41.0,False,Tepie,0,0,True
1353,4,4,Mars,False,F,262.0,S,TRAPPIST-1e,0.0,False,Tepie,0,0,True
1355,1,1,Earth,True,G,203.0,P,PSO J318.5-22,22.0,False,Paynard,0,0,True
1356,1,1,Earth,False,G,207.0,S,TRAPPIST-1e,21.0,False,Rothewson,888,1,False
1357,1,1,Mars,True,D,48.0,S,TRAPPIST-1e,40.0,False,Stre,0,0,True
1360,1,1,Earth,False,E,100.0,S,TRAPPIST-1e,25.0,False,Blandez,997,1,True
1362,1,1,Earth,False,F,265.0,S,TRAPPIST-1e,23.0,False,,1389,1,False
1365,1,2,Europa,False,B,58.0,S,55 Cancri e,33.0,False,Exnutch,6264,1,False
1365,2,2,Europa,True,B,58.0,S,TRAPPIST-1e,20.0,False,Exnutch,0,0,True
1366,1,1,Earth,True,G,206.0,P,55 Cancri e,40.0,False,Hestes,0,0,True
1368,1,1,Earth,True,G,208.0,P,TRAPPIST-1e,27.0,False,Lanks,0,0,False
1370,1,1,Earth,False,E,102.0,S,TRAPPIST-1e,21.0,False,Waterson,991,1,False
1371,1,1,Mars,,D,44.0,P,TRAPPIST-1e,25.0,False,Kuche,1057,1,False
1375,1,2,Earth,False,G,208.0,S,TRAPPIST-1e,2.0,False,Sykess,0,0,False
1375,2,2,Earth,False,F,267.0,S,TRAPPIST-1e,19.0,False,Sykess,949,1,False
1376,1,1,Earth,True,G,211.0,P,TRAPPIST-1e,41.0,False,Delez,0,0,False
1377,1,1,Europa,False,C,52.0,P,TRAPPIST-1e,43.0,False,Coniple,3524,1,True
1378,1,2,Earth,False,G,212.0,P,TRAPPIST-1e,19.0,False,Caineson,836,1,False
1378,2,2,Earth,False,F,275.0,P,TRAPPIST-1e,22.0,False,Caineson,1004,1,True
1379,1,1,Earth,False,F,268.0,S,TRAPPIST-1e,16.0,False,Mcgowaymond,803,1,False
1380,1,1,Europa,False,C,53.0,S,55 Cancri e,42.0,False,Fuleng,6360,1,False
1381,1,1,Earth,True,G,209.0,S,PSO J318.5-22,20.0,False,Hoopez,0,0,True
1382,1,1,Earth,False,E,104.0,S,,35.0,False,Daughttley,1609,1,False
1383,1,1,Europa,True,D,49.0,S,TRAPPIST-1e,53.0,False,Resendent,0,0,True
1384,1,5,Earth,False,E,105.0,S,TRAPPIST-1e,17.0,False,Mayods,976,1,False
1384,2,5,Earth,True,G,210.0,S,TRAPPIST-1e,6.0,False,Mayods,0,0,False
1384,3,5,Earth,False,F,269.0,S,TRAPPIST-1e,22.0,False,Mayods,810,1,True
1384,4,5,Earth,False,F,269.0,S,TRAPPIST-1e,41.0,False,Mayods,803,1,True
1384,5,5,Earth,False,E,105.0,S,,19.0,False,Mayods,699,1,True
1385,1,1,,False,G,213.0,P,TRAPPIST-1e,39.0,False,Foxter,708,1,False
1386,1,1,Earth,True,G,214.0,P,TRAPPIST-1e,23.0,False,Polliamposs,0,0,True
1387,1,1,Mars,False,E,85.0,P,TRAPPIST-1e,31.0,False,Hacle,1368,1,False
1389,1,1,Earth,True,G,212.0,S,55 Cancri e,38.0,False,Lowelliott,0,0,True
1390,1,1,Earth,True,G,215.0,P,PSO J318.5-22,1.0,False,Meltoney,0,0,True
1391,1,3,Mars,True,F,276.0,P,TRAPPIST-1e,13.0,False,Apie,0,0,True
1391,2,3,Mars,False,F,276.0,P,TRAPPIST-1e,21.0,False,Apie,1213,1,False
1391,3,3,Mars,False,F,276.0,P,,44.0,False,Apie,1048,1,False
1393,1,2,Mars,False,F,270.0,S,TRAPPIST-1e,36.0,False,Kake,2258,1,False
1393,2,2,Mars,False,F,270.0,S,TRAPPIST-1e,19.0,False,,2599,1,False
1395,1,1,Earth,False,G,214.0,S,TRAPPIST-1e,7.0,False,Fryes,0,0,True
1397,1,1,Earth,False,F,271.0,S,TRAPPIST-1e,39.0,False,Hodes,1065,1,False
1398,1,1,Earth,False,G,216.0,P,TRAPPIST-1e,28.0,False,Cookentaney,888,1,True
1399,1,1,Earth,False,F,272.0,S,TRAPPIST-1e,28.0,False,Popelase,1149,1,False
1400,1,1,Earth,True,G,217.0,P,55 Cancri e,14.0,False,Colleruces,0,0,True
1401,1,1,Earth,,G,218.0,P,TRAPPIST-1e,18.0,False,Burtiz,810,1,False
1402,1,2,Earth,True,G,215.0,S,PSO J318.5-22,23.0,False,Blacks,0,0,True
1402,2,2,Earth,True,G,215.0,S,55 Cancri e,33.0,False,Blacks,0,0,True
1403,1,1,Earth,False,E,86.0,P,TRAPPIST-1e,18.0,False,Coopelandez,1656,1,False
1404,1,2,Europa,False,B,60.0,S,TRAPPIST-1e,47.0,False,Mornaned,4312,1,False
1404,2,2,Europa,False,,,,TRAPPIST-1e,42.0,False,Mornaned,4234,1,False
1406,1,1,Mars,False,E,106.0,S,TRAPPIST-1e,17.0,False,Gres,1049,1,False
1407,1,2,Earth,False,F,278.0,P,TRAPPIST-1e,21.0,False,Foxter,776,1,False
1407,2,2,Earth,False,F,278.0,P,PSO J318.5-22,17.0,False,Foxter,634,1,True
1408,1,1,Earth,False,G,216.0,S,PSO J318.5-22,26.0,False,Fulloydez,774,1,False
1410,1,1,Earth,False,F,279.0,P,TRAPPIST-1e,23.0,False,Lerez,1585,1,False
1412,1,1,Earth,False,G,217.0,S,55 Cancri e,15.0,False,Winsley,832,1,False
1413,1,1,Earth,True,G,218.0,S,PSO J318.5-22,18.0,False,Nichoan,0,0,False
1414,1,1,Earth,False,F,280.0,P,TRAPPIST-1e,65.0,False,Kinson,2175,1,False
1415,1,1,Europa,False,D,45.0,P,55 Cancri e,33.0,False,Higast,2073,1,True
1416,1,1,Earth,True,G,219.0,P,TRAPPIST-1e,27.0,False,Macdonadows,0,0,False
1417,1,1,Europa,False,C,54.0,S,TRAPPIST-1e,41.0,False,Spedlinale,5062,1,False
1419,1,1,Mars,False,F,273.0,S,TRAPPIST-1e,42.0,False,Apeau,2624,1,False
1420,1,1,Mars,True,E,108.0,S,TRAPPIST-1e,,False,Shbre,0,0,False
1421,1,2,Mars,False,F,274.0,S,TRAPPIST-1e,37.0,False,Cres,7327,1,False
1421,2,2,Mars,False,F,274.0,S,55 Cancri e,17.0,False,Cres,1139,1,False
1423,1,3,Europa,True,B,61.0,S,TRAPPIST-1e,24.0,False,Asoppor,0,0,True
1423,2,3,Europa,True,B,61.0,S,TRAPPIST-1e,39.0,False,Asoppor,0,0,True
1423,3,3,Europa,True,B,61.0,S,55 Cancri e,59.0,False,Rodwative,0,0,True
1424,1,5,Europa,True,B,47.0,P,TRAPPIST-1e,32.0,False,Sageng,0,0,True
1424,2,5,Europa,False,B,47.0,P,55 Cancri e,29.0,False,Sageng,6914,1,False
1424,3,5,Europa,False,B,47.0,P,TRAPPIST-1e,8.0,False,Sageng,0,0,True
1424,4,5,Europa,False,B,47.0,P,55 Cancri e,28.0,False,Sageng,5072,1,True
1424,5,5,Europa,True,B,47.0,P,TRAPPIST-1e,35.0,False,Sageng,0,0,True
1425,1,3,Earth,False,F,282.0,P,TRAPPIST-1e,24.0,False,Adavisons,827,1,False
1425,2,3,Earth,True,G,220.0,P,TRAPPIST-1e,1.0,False,Adavisons,0,0,True
1425,3,3,Earth,True,G,220.0,P,TRAPPIST-1e,4.0,False,Adavisons,0,0,True
1426,1,1,Europa,True,D,46.0,P,55 Cancri e,28.0,False,Drelcate,0,0,True
1427,1,2,Mars,True,F,275.0,S,,46.0,False,Pead,0,0,True
1427,2,2,Mars,False,F,275.0,S,TRAPPIST-1e,67.0,False,Pead,2416,1,False
1428,1,1,Earth,False,E,109.0,S,TRAPPIST-1e,44.0,False,Hanghanson,788,1,False
1430,1,1,Earth,False,F,283.0,P,TRAPPIST-1e,14.0,False,Popez,2485,1,False
1431,1,1,Earth,False,G,221.0,P,TRAPPIST-1e,23.0,False,Ments,969,1,True
1433,1,1,Earth,True,G,219.0,S,TRAPPIST-1e,51.0,False,Noeley,0,0,False
1434,1,3,Earth,False,G,222.0,P,TRAPPIST-1e,20.0,False,Cartez,722,1,False
1434,2,3,Earth,False,,,,TRAPPIST-1e,0.0,False,Cartez,0,0,True
1434,3,3,Earth,True,G,222.0,P,TRAPPIST-1e,0.0,False,Cartez,0,0,False
1435,1,1,Earth,False,G,223.0,P,,23.0,False,Gilleranks,705,1,False
1438,1,1,Earth,False,E,89.0,P,TRAPPIST-1e,24.0,False,Sancasey,791,1,False
1439,1,2,Mars,False,F,279.0,S,TRAPPIST-1e,41.0,False,Lette,1286,1,False
1439,2,2,Mars,False,D,52.0,S,TRAPPIST-1e,30.0,False,Lette,962,1,False
1440,1,1,Earth,False,F,280.0,S,TRAPPIST-1e,27.0,False,Mcleaney,2525,1,False
1442,1,1,Earth,True,G,220.0,S,PSO J318.5-22,13.0,False,Pughanders,0,0,True
1443,1,1,Earth,True,G,225.0,P,TRAPPIST-1e,16.0,False,Jimes,0,0,True
1444,1,1,Europa,False,C,55.0,S,TRAPPIST-1e,30.0,False,Coarswing,2211,1,True
1445,1,1,Earth,False,G,221.0,S,PSO J318.5-22,8.0,False,Wellenez,0,0,True
1447,1,1,Earth,False,G,227.0,P,TRAPPIST-1e,59.0,False,Simson,755,1,False
1450,1,2,Europa,True,D,53.0,S,55 Cancri e,43.0,False,Ailled,0,0,True
1450,2,2,Europa,False,D,53.0,S,55 Cancri e,30.0,False,Ailled,5717,1,False
1451,1,2,Europa,False,C,56.0,S,55 Cancri e,46.0,False,Proorbeng,6379,1,False
1451,2,2,Europa,True,C,56.0,S,TRAPPIST-1e,39.0,False,Proorbeng,0,0,True
1452,1,5,Europa,False,C,53.0,P,TRAPPIST-1e,21.0,False,Distured,3676,1,False
1452,2,5,Europa,True,,,,TRAPPIST-1e,70.0,False,Distured,0,0,True
1452,3,5,Europa,False,C,53.0,P,55 Cancri e,34.0,False,Distured,3159,1,False
1452,4,5,Europa,False,C,53.0,P,TRAPPIST-1e,33.0,False,Distured,7035,1,False
1452,5,5,Europa,True,C,53.0,P,55 Cancri e,44.0,False,Distured,0,0,True
1453,1,2,Earth,,G,229.0,P,55 Cancri e,16.0,,Thorney,6279,1,False
1453,2,2,Earth,False,G,229.0,P,TRAPPIST-1e,63.0,False,Thorney,809,1,True
1454,1,1,Europa,False,D,54.0,S,TRAPPIST-1e,37.0,False,Righturter,17708,1,False
1455,1,5,Europa,True,B,62.0,S,55 Cancri e,29.0,False,Wassird,0,0,True
1455,2,5,Europa,False,B,62.0,S,TRAPPIST-1e,29.0,False,Conaly,3223,1,True
1455,3,5,Europa,True,B,62.0,S,55 Cancri e,22.0,False,Wassird,0,0,True
1455,4,5,Europa,False,B,62.0,S,TRAPPIST-1e,26.0,False,Wassird,3166,1,True
1455,5,5,Europa,False,B,62.0,S,55 Cancri e,76.0,False,Wassird,20078,1,False
1457,1,1,Earth,False,E,110.0,S,TRAPPIST-1e,61.0,False,Combson,4793,1,False
1458,1,1,,False,G,223.0,S,TRAPPIST-1e,46.0,False,Mccarveymon,2343,1,False
1460,1,2,Earth,False,F,285.0,P,,19.0,False,Williotters,1292,1,True
1460,2,2,Earth,True,G,230.0,P,PSO J318.5-22,13.0,False,Williotters,0,0,True
1461,1,1,Earth,True,G,224.0,S,TRAPPIST-1e,,False,Gordond,0,0,False
1462,1,1,Earth,True,G,231.0,P,TRAPPIST-1e,30.0,False,Webstes,0,0,True
1463,1,1,Earth,False,F,282.0,S,PSO J318.5-22,23.0,False,,689,1,False
1465,1,1,Earth,False,G,233.0,P,PSO J318.5-22,63.0,False,Alfordonard,891,1,False
1467,1,1,,False,E,111.0,S,TRAPPIST-1e,21.0,False,Dillips,982,1,False
1474,1,1,Mars,True,F,287.0,P,TRAPPIST-1e,32.0,False,Melte,0,0,True
1478,1,2,Earth,False,F,289.0,P,TRAPPIST-1e,33.0,False,,2789,1,False
1478,2,2,Earth,False,F,289.0,P,PSO J318.5-22,39.0,False,Sweene,1453,1,False
1479,1,1,Mars,True,F,290.0,P,TRAPPIST-1e,49.0,False,Erle,0,0,True
1481,1,1,Mars,False,E,91.0,P,TRAPPIST-1e,27.0,False,Prist,1299,1,False
