PassengerId,HomePlanet,CryoSleep,Deck,Num,Side,Destination,Age,VIP,Name,Transported,TotalExpenses,HasExpenses
1385_01,,False,G,213.0,P,TRAPPIST-1e,39.0,False,Alvira Foxter,False,708.0,1
1386_01,Earth,True,G,214.0,P,TRAPPIST-1e,23.0,False,Murie Polliamposs,True,0.0,0
1387_01,Mars,False,E,85.0,P,TRAPPIST-1e,31.0,False,Trise Hacle,False,1368.0,1
1389_01,Earth,True,G,212.0,S,55 Cancri e,38.0,False,Hatty Lowelliott,True,0.0,0
1390_01,Earth,True,G,215.0,P,PSO J318.5-22,1.0,False,Mathy Meltoney,True,0.0,0
1391_01,Mars,True,F,276.0,P,TRAPPIST-1e,13.0,False,Berios Apie,True,0.0,0
1391_02,Mars,False,F,276.0,P,TRAPPIST-1e,21.0,False,Cines Apie,False,1213.0,1
1391_03,Mars,False,F,276.0,P,,44.0,False,Frunch Apie,False,1048.0,1
1393_01,Mars,False,F,270.0,S,TRAPPIST-1e,36.0,False,Mes Kake,False,2258.0,1
1393_02,Mars,False,F,270.0,S,TRAPPIST-1e,19.0,False,,False,2599.0,1
1395_01,Earth,False,G,214.0,S,TRAPPIST-1e,7.0,False,Willah Fryes,True,0.0,0
1397_01,Earth,False,F,271.0,S,TRAPPIST-1e,39.0,False,Hanne Hodes,False,1065.0,1
1398_01,Earth,False,G,216.0,P,TRAPPIST-1e,28.0,False,Adria Cookentaney,True,888.0,1
1399_01,Earth,False,F,272.0,S,TRAPPIST-1e,28.0,False,Hellia Popelase,False,1149.0,1
1400_01,Earth,True,G,217.0,P,55 Cancri e,14.0,False,Hanne Colleruces,True,0.0,0
1401_01,Earth,,G,218.0,P,TRAPPIST-1e,18.0,False,Guyne Burtiz,False,810.0,1
1402_01,Earth,True,G,215.0,S,PSO J318.5-22,23.0,False,Darlie Blacks,True,0.0,0
1402_02,Earth,True,G,215.0,S,55 Cancri e,33.0,False,Leony Blacks,True,0.0,0
1403_01,Earth,False,E,86.0,P,TRAPPIST-1e,18.0,False,Bobbyn Coopelandez,False,1656.0,1
1404_01,Europa,False,B,60.0,S,TRAPPIST-1e,47.0,False,Alaton Mornaned,False,4312.0,1
1404_02,Europa,False,,,,TRAPPIST-1e,42.0,False,Arkard Mornaned,False,4234.0,1
1406_01,Mars,False,E,106.0,S,TRAPPIST-1e,17.0,False,Muffs Gres,False,1049.0,1
1407_01,Earth,False,F,278.0,P,TRAPPIST-1e,21.0,False,Lerome Foxter,False,776.0,1
1407_02,Earth,False,F,278.0,P,PSO J318.5-22,17.0,False,Derina Foxter,True,634.0,1
1408_01,Earth,False,G,216.0,S,PSO J318.5-22,26.0,False,Prilly Fulloydez,False,774.0,1
1410_01,Earth,False,F,279.0,P,TRAPPIST-1e,23.0,False,Evane Lerez,False,1585.0,1
1412_01,Earth,False,G,217.0,S,55 Cancri e,15.0,False,Andona Winsley,False,832.0,1
1413_01,Earth,True,G,218.0,S,PSO J318.5-22,18.0,False,Genee Nichoan,False,0.0,0
1414_01,Earth,False,F,280.0,P,TRAPPIST-1e,65.0,False,Andace Kinson,False,2175.0,1
1415_01,Europa,False,D,45.0,P,55 Cancri e,33.0,False,Preo Higast,True,2073.0,1
1416_01,Earth,True,G,219.0,P,TRAPPIST-1e,27.0,False,Therie Macdonadows,False,0.0,0
1417_01,Europa,False,C,54.0,S,TRAPPIST-1e,41.0,False,Alik Spedlinale,False,5062.0,1
1419_01,Mars,False,F,273.0,S,TRAPPIST-1e,42.0,False,Goles Apeau,False,2624.0,1
1420_01,Mars,True,E,108.0,S,TRAPPIST-1e,,False,Wheard Shbre,False,0.0,0
1421_01,Mars,False,F,274.0,S,TRAPPIST-1e,37.0,False,Whark Cres,False,7327.0,1
1421_02,Mars,False,F,274.0,S,55 Cancri e,17.0,False,Ars Cres,False,1139.0,1
1423_01,Europa,True,B,61.0,S,TRAPPIST-1e,24.0,False,Seginon Asoppor,True,0.0,0
1423_02,Europa,True,B,61.0,S,TRAPPIST-1e,39.0,False,Beneb Asoppor,True,0.0,0
1423_03,Europa,True,B,61.0,S,55 Cancri e,59.0,False,Sadra Rodwative,True,0.0,0
1424_01,Europa,True,B,47.0,P,TRAPPIST-1e,32.0,False,Sarid Sageng,True,0.0,0
1424_02,Europa,False,B,47.0,P,55 Cancri e,29.0,False,Goros Sageng,False,6914.0,1
1424_03,Europa,False,B,47.0,P,TRAPPIST-1e,8.0,False,Elebola Sageng,True,0.0,0
1424_04,Europa,False,B,47.0,P,55 Cancri e,28.0,False,Proxima Sageng,True,5072.0,1
1424_05,Europa,True,B,47.0,P,TRAPPIST-1e,35.0,False,Weia Sageng,True,0.0,0
1425_01,Earth,False,F,282.0,P,TRAPPIST-1e,24.0,False,Melvia Adavisons,False,827.0,1
1425_02,Earth,True,G,220.0,P,TRAPPIST-1e,1.0,False,Mael Adavisons,True,0.0,0
1425_03,Earth,True,G,220.0,P,TRAPPIST-1e,4.0,False,Maryne Adavisons,True,0.0,0
1426_01,Europa,True,D,46.0,P,55 Cancri e,28.0,False,Duhrid Drelcate,True,0.0,0
1427_01,Mars,True,F,275.0,S,,46.0,False,Jumars Pead,True,0.0,0
1427_02,Mars,False,F,275.0,S,TRAPPIST-1e,67.0,False,Hont Pead,False,2416.0,1
1428_01,Earth,False,E,109.0,S,TRAPPIST-1e,44.0,False,Artis Hanghanson,False,788.0,1
1430_01,Earth,False,F,283.0,P,TRAPPIST-1e,14.0,False,Lina Popez,False,2485.0,1
1431_01,Earth,False,G,221.0,P,TRAPPIST-1e,23.0,False,Tonioe Ments,True,969.0,1
1433_01,Earth,True,G,219.0,S,TRAPPIST-1e,51.0,False,Allene Noeley,False,0.0,0
1434_01,Earth,False,G,222.0,P,TRAPPIST-1e,20.0,False,Dandy Cartez,False,722.0,1
1434_02,Earth,False,,,,TRAPPIST-1e,0.0,False,Hughan Cartez,True,0.0,0
1434_03,Earth,True,G,222.0,P,TRAPPIST-1e,0.0,False,Emilla Cartez,False,0.0,0
1435_01,Earth,False,G,223.0,P,,23.0,False,Gabrin Gilleranks,False,705.0,1
1438_01,Earth,False,E,89.0,P,TRAPPIST-1e,24.0,False,Anae Sancasey,False,791.0,1
1439_01,Mars,False,F,279.0,S,TRAPPIST-1e,41.0,False,Lios Lette,False,1286.0,1
1439_02,Mars,False,D,52.0,S,TRAPPIST-1e,30.0,False,Croo Lette,False,962.0,1
1440_01,Earth,False,F,280.0,S,TRAPPIST-1e,27.0,False,Jerek Mcleaney,False,2525.0,1
1442_01,Earth,True,G,220.0,S,PSO J318.5-22,13.0,False,Leenny Pughanders,True,0.0,0
1443_01,Earth,True,G,225.0,P,TRAPPIST-1e,16.0,False,Anda Jimes,True,0.0,0
1444_01,Europa,False,C,55.0,S,TRAPPIST-1e,30.0,False,Luxion Coarswing,True,2211.0,1
1445_01,Earth,False,G,221.0,S,PSO J318.5-22,8.0,False,Walles Wellenez,True,0.0,0
1447_01,Earth,False,G,227.0,P,TRAPPIST-1e,59.0,False,Sadine Simson,False,755.0,1
1450_01,Europa,True,D,53.0,S,55 Cancri e,43.0,False,Tabih Ailled,True,0.0,0
1450_02,Europa,False,D,53.0,S,55 Cancri e,30.0,False,Cella Ailled,False,5717.0,1
1451_01,Europa,False,C,56.0,S,55 Cancri e,46.0,False,Zinor Proorbeng,False,6379.0,1
1451_02,Europa,True,C,56.0,S,TRAPPIST-1e,39.0,False,Unukath Proorbeng,True,0.0,0
1452_01,Europa,False,C,53.0,P,TRAPPIST-1e,21.0,False,Arkar Distured,False,3676.0,1
1452_02,Europa,True,,,,TRAPPIST-1e,70.0,False,Gorab Distured,True,0.0,0
1452_03,Europa,False,C,53.0,P,55 Cancri e,34.0,False,Alzird Distured,False,3159.0,1
1452_04,Europa,False,C,53.0,P,TRAPPIST-1e,33.0,False,Hamak Distured,False,7035.0,1
1452_05,Europa,True,C,53.0,P,55 Cancri e,44.0,False,Gimph Distured,True,0.0,0
1453_01,Earth,,G,229.0,P,55 Cancri e,16.0,,Kimena Thorney,False,6279.0,1
1453_02,Earth,False,G,229.0,P,TRAPPIST-1e,63.0,False,Annon Thorney,True,809.0,1
1454_01,Europa,False,D,54.0,S,TRAPPIST-1e,37.0,False,Canonon Righturter,False,17708.0,1
1455_01,Europa,True,B,62.0,S,55 Cancri e,29.0,False,Markton Wassird,True,0.0,0
1455_02,Europa,False,B,62.0,S,TRAPPIST-1e,29.0,False,Teronan Conaly,True,3223.0,1
1455_03,Europa,True,B,62.0,S,55 Cancri e,22.0,False,Rotanin Wassird,True,0.0,0
1455_04,Europa,False,B,62.0,S,TRAPPIST-1e,26.0,False,Rasaleh Wassird,True,3166.0,1
1455_05,Europa,False,B,62.0,S,55 Cancri e,76.0,False,Antino Wassird,False,20078.0,1
1457_01,Earth,False,E,110.0,S,TRAPPIST-1e,61.0,False,Bra Combson,False,4793.0,1
1458_01,,False,G,223.0,S,TRAPPIST-1e,46.0,False,Arllia Mccarveymon,False,2343.0,1
1460_01,Earth,False,F,285.0,P,,19.0,False,Bony Williotters,True,1292.0,1
1460_02,Earth,True,G,230.0,P,PSO J318.5-22,13.0,False,Eduana Williotters,True,0.0,0
1461_01,Earth,True,G,224.0,S,TRAPPIST-1e,,False,Naomin Gordond,False,0.0,0
1462_01,Earth,True,G,231.0,P,TRAPPIST-1e,30.0,False,Timmie Webstes,True,0.0,0
1463_01,Earth,False,F,282.0,S,PSO J318.5-22,23.0,False,,False,689.0,1
1465_01,Earth,False,G,233.0,P,PSO J318.5-22,63.0,False,Byrona Alfordonard,False,891.0,1
1467_01,,False,E,111.0,S,TRAPPIST-1e,21.0,False,Russey Dillips,False,982.0,1
1474_01,Mars,True,F,287.0,P,TRAPPIST-1e,32.0,False,Morms Melte,True,0.0,0
1478_01,Earth,False,F,289.0,P,TRAPPIST-1e,33.0,False,,False,2789.0,1
1478_02,Earth,False,F,289.0,P,PSO J318.5-22,39.0,False,Toniel Sweene,False,1453.0,1
1479_01,Mars,True,F,290.0,P,TRAPPIST-1e,49.0,False,Clues Erle,True,0.0,0
1481_01,Mars,False,E,91.0,P,TRAPPIST-1e,27.0,False,Krus Prist,False,1299.0,1
1484_01,Earth,,E,93.0,P,TRAPPIST-1e,16.0,False,Lan Roachoanand,False,977.0,1
1485_01,Mars,True,F,291.0,P,TRAPPIST-1e,38.0,False,Hones Man,True,0.0,0
1488_01,Mars,True,E,94.0,P,TRAPPIST-1e,42.0,False,Powhex Betie,True,0.0,0
1489_01,Earth,False,G,229.0,S,TRAPPIST-1e,19.0,False,Katiey Gallencis,False,888.0,1
1490_01,Europa,False,D,47.0,P,55 Cancri e,26.0,False,Caphird Crioncery,False,4302.0,1
1491_01,Earth,False,G,240.0,P,55 Cancri e,32.0,False,Leneva Sosalinson,True,825.0,1
1491_02,Earth,False,F,292.0,P,TRAPPIST-1e,56.0,False,Tanley Sosalinson,False,759.0,1
1491_03,Earth,False,G,240.0,P,TRAPPIST-1e,0.0,False,,True,0.0,0
1493_01,Earth,False,F,285.0,S,TRAPPIST-1e,38.0,False,Eilace Hardley,False,748.0,1
1498_01,Earth,False,F,295.0,P,TRAPPIST-1e,30.0,False,Karay Talls,False,648.0,1
1499_01,Earth,False,F,287.0,S,TRAPPIST-1e,21.0,False,Teryla Keithunts,False,1068.0,1
1500_01,Earth,False,G,230.0,S,TRAPPIST-1e,11.0,False,Hollie Cooperkins,False,0.0,0
1500_02,Earth,False,G,230.0,S,TRAPPIST-1e,3.0,False,Gerly Cooperkins,False,0.0,0
1500_03,Earth,False,G,230.0,S,55 Cancri e,17.0,False,Joandy Barbes,True,1023.0,1
1500_04,Earth,,G,230.0,S,55 Cancri e,35.0,False,Andrey Cooperkins,True,0.0,0
1500_05,Earth,False,F,288.0,S,55 Cancri e,17.0,False,Irmark Barbes,False,879.0,1
1500_06,Earth,True,G,230.0,S,TRAPPIST-1e,0.0,False,Bobbyn Barbes,True,0.0,0
1500_07,Earth,True,G,230.0,S,TRAPPIST-1e,46.0,False,Everly Barbes,True,0.0,0
1501_01,Earth,False,G,243.0,P,TRAPPIST-1e,63.0,False,Julin Fryan,False,810.0,1
1503_01,Mars,False,D,48.0,P,TRAPPIST-1e,35.0,False,Koops Haste,False,2388.0,1
1503_02,Mars,False,D,48.0,P,TRAPPIST-1e,61.0,False,Wat Haste,False,1182.0,1
1506_01,Earth,False,F,298.0,P,,19.0,False,Bara Vines,True,648.0,1
1507_01,Earth,False,F,289.0,S,TRAPPIST-1e,43.0,False,,True,1219.0,1
1507_02,Earth,False,F,289.0,S,TRAPPIST-1e,14.0,False,Jerek Jeffey,False,1104.0,1
1507_03,Earth,False,G,231.0,S,TRAPPIST-1e,78.0,False,Anny Jeffey,False,445.0,1
1507_04,Earth,False,F,289.0,S,TRAPPIST-1e,21.0,False,Kirky Jeffey,False,888.0,1
1509_01,Mars,False,E,95.0,P,TRAPPIST-1e,32.0,,Sumpix Dal,False,1298.0,1
1510_01,Mars,False,F,291.0,S,TRAPPIST-1e,31.0,False,Yakers Swin,False,1227.0,1
1511_01,Europa,False,B,63.0,S,TRAPPIST-1e,40.0,False,Ancham Spandisket,True,1619.0,1
1511_02,Europa,True,B,63.0,S,TRAPPIST-1e,13.0,False,Diram Whealeed,True,0.0,0
1511_03,Europa,False,B,63.0,S,TRAPPIST-1e,36.0,False,Maham Spandisket,False,4338.0,1
1511_04,Europa,False,B,63.0,S,55 Cancri e,31.0,False,Winon Whealeed,False,8618.0,1
1515_01,Earth,False,F,293.0,S,TRAPPIST-1e,18.0,False,Herina Oconley,False,778.0,1
1520_01,Earth,True,G,235.0,S,TRAPPIST-1e,40.0,False,Harrie Klindsey,True,0.0,0
1521_01,Mars,True,F,295.0,S,TRAPPIST-1e,28.0,False,Repart Flité,True,0.0,0
1523_01,Europa,True,B,64.0,S,55 Cancri e,41.0,False,Izares Waring,True,0.0,0
1523_02,Europa,True,B,64.0,S,TRAPPIST-1e,35.0,False,Baton Waring,True,0.0,0
1524_01,Earth,True,G,236.0,S,TRAPPIST-1e,14.0,False,Therie Shawforden,True,0.0,0
1525_01,Mars,False,F,299.0,P,TRAPPIST-1e,20.0,False,Sceros Gin,True,1846.0,1
1526_01,Earth,False,F,300.0,P,55 Cancri e,23.0,False,Karia Sotond,False,781.0,1
1527_01,Europa,True,D,49.0,P,55 Cancri e,22.0,False,Dirius Boderbint,True,0.0,0
1527_02,Europa,False,D,49.0,P,TRAPPIST-1e,25.0,False,Anchird Boderbint,True,0.0,0
1528_01,Mars,False,D,50.0,P,55 Cancri e,18.0,False,Eang Madan,True,6027.0,1
1529_01,Europa,False,A,16.0,S,PSO J318.5-22,25.0,True,Almino Slable,True,7396.0,1
1529_02,Europa,False,A,16.0,S,TRAPPIST-1e,30.0,False,Krab Slable,True,0.0,0
1531_01,Earth,False,G,237.0,S,TRAPPIST-1e,46.0,False,Kimena Puckley,False,810.0,1
1532_01,Europa,False,B,65.0,S,TRAPPIST-1e,27.0,False,Alcorux Bealvewd,False,11410.0,1
1533_01,Earth,False,G,244.0,P,TRAPPIST-1e,53.0,False,Tricky Potters,False,1016.0,1
1536_01,Mars,True,F,297.0,S,TRAPPIST-1e,21.0,False,Croo Nuthe,True,0.0,0
1539_01,Europa,,A,17.0,S,55 Cancri e,32.0,False,Alyadum Barmant,True,3862.0,1
1540_01,Europa,False,C,55.0,P,TRAPPIST-1e,32.0,False,Shamak Clumshangs,False,4025.0,1
1540_02,Europa,False,C,55.0,P,TRAPPIST-1e,33.0,True,Duhratz Clumshangs,True,7714.0,1
1540_03,Europa,False,C,55.0,P,TRAPPIST-1e,26.0,False,Bahoton Clumshangs,False,3888.0,1
1541_01,Earth,False,F,298.0,S,TRAPPIST-1e,47.0,False,Carma Woody,True,739.0,1
1542_01,Mars,False,F,299.0,S,TRAPPIST-1e,13.0,False,Tot Seche,False,7349.0,1
1543_01,Europa,True,C,56.0,P,55 Cancri e,34.0,False,Izarkab Clidly,True,0.0,0
1544_01,Earth,False,G,245.0,P,TRAPPIST-1e,21.0,False,Rosiey Ayalazquez,False,809.0,1
1545_01,Mars,False,,,,TRAPPIST-1e,20.0,False,Hocks Fiha,True,1425.0,1
1547_01,Earth,False,F,301.0,S,TRAPPIST-1e,21.0,False,Aarone Hoppers,False,856.0,1
1548_01,Europa,True,B,50.0,P,55 Cancri e,51.0,,Okulk Unicting,True,0.0,0
1548_02,Europa,True,B,50.0,P,TRAPPIST-1e,18.0,False,Sarid Stivelte,True,0.0,0
1550_01,Europa,False,C,58.0,S,TRAPPIST-1e,26.0,False,Marin Supiensive,False,4303.0,1
1550_02,Europa,False,,,,55 Cancri e,53.0,True,Coxaton Supiensive,False,7633.0,1
1551_01,Europa,False,E,96.0,P,TRAPPIST-1e,30.0,False,Skyrmak Clidly,True,2879.0,1
1552_01,Earth,True,G,240.0,S,TRAPPIST-1e,37.0,False,Millie Batestonley,False,0.0,0
1555_01,Europa,False,A,18.0,S,TRAPPIST-1e,45.0,False,Alcorix Spistory,False,4376.0,1
1558_01,Earth,False,G,247.0,P,TRAPPIST-1e,62.0,False,Benja Mcdowns,False,893.0,1
1560_01,Earth,False,G,242.0,S,TRAPPIST-1e,38.0,False,Chary Guezaley,False,883.0,1
1561_01,Earth,False,F,305.0,P,55 Cancri e,24.0,False,Kyley Briggins,False,2152.0,1
1562_01,Earth,False,F,306.0,P,TRAPPIST-1e,18.0,False,Shelle Simmonders,False,775.0,1
1564_01,Mars,True,F,303.0,S,TRAPPIST-1e,23.0,False,Weers Merie,False,0.0,0
1565_01,Earth,False,F,304.0,S,PSO J318.5-22,16.0,False,Gordo Fitzgerson,False,2285.0,1
1567_01,Europa,True,B,53.0,P,TRAPPIST-1e,37.0,False,Tark Replic,True,0.0,0
1568_01,Earth,False,,,,TRAPPIST-1e,22.0,False,Idace Burchrison,False,1127.0,1
1568_02,Earth,True,G,248.0,P,PSO J318.5-22,18.0,False,Samany Burchrison,True,0.0,0
1569_01,Mars,True,F,308.0,P,TRAPPIST-1e,25.0,False,Tors Hac,True,0.0,0
1572_01,Earth,False,G,249.0,P,TRAPPIST-1e,26.0,,Karie Shephendry,False,786.0,1
1572_02,Earth,False,F,309.0,P,TRAPPIST-1e,25.0,False,Lynnie Pager,False,873.0,1
1573_01,Mars,False,D,56.0,S,TRAPPIST-1e,55.0,False,Lychex Butte,False,1182.0,1
1576_01,Mars,False,E,97.0,P,TRAPPIST-1e,28.0,False,Oahars Hapie,False,1029.0,1
1577_01,Earth,False,F,310.0,P,,23.0,False,Keitha Grahangory,True,169.0,1
1578_01,Earth,False,E,98.0,P,TRAPPIST-1e,22.0,False,Everly Garrincent,False,983.0,1
1579_01,Earth,False,F,311.0,P,55 Cancri e,26.0,False,Rankie Pughanders,True,2153.0,1
1580_01,Earth,False,G,246.0,S,TRAPPIST-1e,13.0,False,Enrie Hinesh,False,722.0,1
1580_02,Earth,False,G,246.0,S,TRAPPIST-1e,18.0,False,Janita Hinesh,False,888.0,1
1581_01,Mars,True,F,312.0,P,TRAPPIST-1e,38.0,False,Cor Che,True,0.0,0
1581_02,Mars,True,,,,TRAPPIST-1e,28.0,False,Prabon Che,True,0.0,0
1584_01,Earth,False,F,314.0,P,TRAPPIST-1e,57.0,False,Paulia Thony,False,804.0,1
1584_02,Earth,True,G,251.0,P,TRAPPIST-1e,0.0,False,Ronne Thony,False,0.0,0
1585_01,Earth,True,G,252.0,P,TRAPPIST-1e,18.0,False,Salley Crosarios,True,0.0,0
1588_01,Europa,True,E,99.0,P,TRAPPIST-1e,25.0,False,Errima Fullous,True,0.0,0
1588_02,Europa,False,E,99.0,P,55 Cancri e,35.0,False,Hyaduma Fullous,True,18118.0,1
1590_01,Europa,False,D,57.0,S,TRAPPIST-1e,37.0,False,Neutrin Crakenecal,True,1357.0,1
1590_02,Europa,False,D,57.0,S,55 Cancri e,33.0,False,Ankark Crakenecal,False,2499.0,1
1592_01,Europa,False,C,60.0,S,TRAPPIST-1e,35.0,False,Ankabih Idivent,True,4587.0,1
1592_02,Europa,False,C,60.0,S,55 Cancri e,47.0,False,Arid Idivent,True,3826.0,1
1593_01,Earth,False,E,114.0,S,TRAPPIST-1e,23.0,False,Gwendy Savaraldez,False,788.0,1
1594_01,Earth,False,G,253.0,P,TRAPPIST-1e,,False,Lis Delazarson,True,928.0,1
1595_01,Europa,False,C,57.0,P,55 Cancri e,27.0,False,Pharmus Reming,True,4378.0,1
1596_01,Europa,True,B,54.0,P,TRAPPIST-1e,23.0,False,Izarfik Replipent,True,0.0,0
1597_01,Earth,True,G,254.0,P,TRAPPIST-1e,31.0,False,Thewis Hahnstonsen,True,0.0,0
1599_01,Europa,True,C,58.0,P,TRAPPIST-1e,19.0,False,Giedion Drelcate,True,0.0,0
1599_02,Europa,True,C,58.0,P,55 Cancri e,53.0,False,Enifak Drelcate,True,0.0,0
1601_01,Earth,False,G,255.0,P,TRAPPIST-1e,37.0,False,Elenna Mulley,False,774.0,1
1602_01,Earth,False,F,307.0,S,TRAPPIST-1e,18.0,False,Vina Chardsons,False,2736.0,1
1603_01,Earth,False,F,317.0,P,TRAPPIST-1e,42.0,False,Tyle Carreralend,False,713.0,1
1603_02,Earth,True,G,256.0,P,TRAPPIST-1e,7.0,False,Card Carreralend,True,0.0,0
1603_03,Earth,False,G,256.0,P,55 Cancri e,7.0,False,Dessie Carreralend,True,0.0,0
1604_01,Earth,False,G,257.0,P,TRAPPIST-1e,24.0,False,Dellie Rostarks,False,782.0,1
1606_01,Europa,False,E,116.0,S,TRAPPIST-1e,20.0,False,Furuson Oilloody,True,2287.0,1
1608_01,Earth,False,F,319.0,P,TRAPPIST-1e,24.0,False,Glena Dicksons,False,2151.0,1
1611_01,Earth,False,G,248.0,S,TRAPPIST-1e,42.0,False,Lorey Torrez,True,909.0,1
1612_01,Europa,False,E,101.0,P,TRAPPIST-1e,49.0,False,Furuson Entenedy,True,4093.0,1
1612_02,Europa,True,E,101.0,P,TRAPPIST-1e,47.0,False,Arraid Entenedy,True,0.0,0
1613_01,Earth,False,,,,55 Cancri e,16.0,False,Judya Josey,False,876.0,1
1614_01,Mars,False,F,321.0,P,TRAPPIST-1e,26.0,True,Duckes Conie,False,1432.0,1
1615_01,Earth,False,F,322.0,P,TRAPPIST-1e,24.0,False,Kencey Lopelases,False,691.0,1
1615_02,Earth,True,G,259.0,P,TRAPPIST-1e,38.0,False,Therta Harperez,True,0.0,0
1615_03,Earth,False,G,259.0,P,TRAPPIST-1e,0.0,False,Terina Lopelases,True,0.0,0
1617_01,Mars,False,D,53.0,P,PSO J318.5-22,37.0,False,Ots Blan,False,2404.0,1
1619_01,Earth,True,G,249.0,S,TRAPPIST-1e,39.0,False,Vanard Hinglendez,True,0.0,0
1621_01,Earth,False,F,308.0,S,55 Cancri e,25.0,False,Jeane Dukertyler,True,801.0,1
1621_02,Earth,False,F,308.0,S,PSO J318.5-22,25.0,False,Valex Dukertyler,False,683.0,1
1622_01,Mars,True,F,323.0,P,TRAPPIST-1e,35.0,False,Jayrin Sau,True,0.0,0
1624_01,Earth,True,G,250.0,S,PSO J318.5-22,0.0,False,Joanry Barbes,True,0.0,0
1624_02,Earth,False,G,250.0,S,55 Cancri e,46.0,False,Dorice Barbes,True,674.0,1
1624_03,Earth,,G,250.0,S,TRAPPIST-1e,4.0,False,Eristy Barbes,True,0.0,0
1625_01,Europa,True,C,59.0,P,55 Cancri e,19.0,False,Weznif Patimonne,True,0.0,0
1625_02,Europa,False,C,59.0,P,TRAPPIST-1e,29.0,False,Dabik Patimonne,False,3141.0,1
1626_01,Earth,False,F,324.0,P,TRAPPIST-1e,19.0,False,Raceky Logannon,False,10.0,1
1628_01,Europa,True,B,71.0,S,TRAPPIST-1e,47.0,False,Zauri Foraud,True,0.0,0
1630_01,Earth,True,G,252.0,S,PSO J318.5-22,1.0,False,Rayne Cofferson,True,0.0,0
1630_02,Earth,True,G,252.0,S,TRAPPIST-1e,4.0,False,Shery Cofferson,False,0.0,0
1630_03,Earth,False,F,309.0,S,TRAPPIST-1e,37.0,False,Elanda Cofferson,False,775.0,1
1631_01,Earth,False,E,118.0,S,TRAPPIST-1e,61.0,False,Toniel Kennetty,False,1609.0,1
1632_01,Europa,True,C,62.0,S,TRAPPIST-1e,32.0,False,Cella Fatted,True,0.0,0
1633_01,Earth,True,G,261.0,P,TRAPPIST-1e,4.0,False,Ferry Thony,True,0.0,0
1633_02,Earth,True,G,261.0,P,TRAPPIST-1e,16.0,False,Tyrony Thony,True,0.0,0
1634_01,Earth,True,G,253.0,S,55 Cancri e,25.0,False,Armen Conleydenan,False,0.0,0
1635_01,Earth,False,F,325.0,P,TRAPPIST-1e,22.0,False,Iandy Tuckers,False,2434.0,1
1636_01,Earth,False,G,254.0,S,TRAPPIST-1e,41.0,False,Daisya Connelson,False,907.0,1
1637_01,Earth,True,G,255.0,S,TRAPPIST-1e,25.0,False,Leony Ricews,True,0.0,0
1638_01,Earth,False,E,119.0,S,TRAPPIST-1e,19.0,False,Roydo Ballocks,False,787.0,1
1640_01,Earth,False,G,262.0,P,TRAPPIST-1e,21.0,False,Essara Scotterkins,True,926.0,1
1644_01,Earth,False,F,327.0,P,55 Cancri e,14.0,False,Lavey Waltonnedy,False,796.0,1
1645_01,,True,,,,55 Cancri e,18.0,False,Andace Thonyderson,False,0.0,0
1646_01,Earth,False,G,264.0,P,TRAPPIST-1e,34.0,False,Marily Monroellynn,True,885.0,1
1647_01,Earth,False,F,328.0,P,TRAPPIST-1e,33.0,False,Juanna Fisheparks,False,969.0,1
1649_01,Earth,True,G,265.0,P,55 Cancri e,14.0,False,Diandi Hinglendez,False,0.0,0
1650_01,Earth,True,G,258.0,S,55 Cancri e,28.0,False,Walla Hodes,True,0.0,0
1651_01,Earth,True,G,266.0,P,PSO J318.5-22,43.0,False,Camina Wonglasquez,False,0.0,0
1651_02,Earth,False,G,266.0,P,55 Cancri e,3.0,False,Ebonyd Lynnerett,True,0.0,0
1651_03,Earth,True,G,266.0,P,PSO J318.5-22,0.0,False,Deanny Wonglasquez,True,0.0,0
1653_01,Europa,False,A,19.0,S,,47.0,False,Phernar Oderient,False,2913.0,1
1655_01,Earth,False,,,,TRAPPIST-1e,28.0,False,Karay Dicksons,False,3207.0,1
1655_02,Earth,False,F,310.0,S,TRAPPIST-1e,40.0,False,Nadie Dicksons,True,807.0,1
1656_01,Earth,False,F,311.0,S,TRAPPIST-1e,17.0,False,Keithy Mallerez,False,198.0,1
1657_01,Earth,False,G,267.0,P,TRAPPIST-1e,21.0,False,Shally Alest,False,5648.0,1
1658_01,Mars,False,F,312.0,S,TRAPPIST-1e,,False,Sallos Part,True,1160.0,1
1659_01,Earth,False,F,313.0,S,TRAPPIST-1e,41.0,False,Rayle Pugherman,False,803.0,1
1660_01,Earth,,E,122.0,S,TRAPPIST-1e,20.0,False,Estina Cardner,False,906.0,1
1661_01,Europa,False,A,20.0,S,TRAPPIST-1e,56.0,False,Arin Fringh,False,0.0,0
1661_02,Europa,False,A,20.0,S,TRAPPIST-1e,57.0,False,Almino Earmeter,False,2376.0,1
1661_03,Europa,True,A,20.0,S,TRAPPIST-1e,48.0,False,Quarkib Fringh,True,0.0,0
1661_04,Europa,False,A,20.0,S,TRAPPIST-1e,37.0,False,Branev Fringh,False,3696.0,1
1662_01,Earth,False,F,314.0,S,PSO J318.5-22,20.0,False,Wenise Sterson,False,669.0,1
1663_01,Earth,True,G,268.0,P,PSO J318.5-22,36.0,False,Carita Villenson,True,0.0,0
1666_01,Europa,False,D,59.0,S,TRAPPIST-1e,38.0,False,Askedus Retefule,True,3851.0,1
1668_01,Earth,False,F,316.0,S,TRAPPIST-1e,22.0,False,Millia Watsongley,False,645.0,1
