Group,NumInGroup,GroupSize,HomePlanet,CryoSleep,Deck,Num,Side,Destination,Age,VIP,Name,TotalExpenses,HasExpenses,Transported
1792,1,1,Mars,False,F,352.0,P,TRAPPIST-1e,73.0,False,Duckes Brazo,1308,1,False
1796,1,1,Europa,True,C,67.0,S,TRAPPIST-1e,26.0,,Alcyon Hariourcal,0,0,True
1797,1,1,Europa,True,B,57.0,P,55 Cancri e,33.0,False,Dhenar Blanspe,0,0,True
1798,1,1,Earth,False,E,137.0,S,TRAPPIST-1e,39.0,False,Bel Mcfarley,790,1,False
1799,1,1,Earth,False,G,295.0,P,TRAPPIST-1e,19.0,,Shalle Leonaldez,908,1,False
1800,1,5,Earth,False,G,283.0,S,55 Cancri e,12.0,False,Jarena Goffey,0,0,True
1800,2,5,Earth,True,G,283.0,S,55 Cancri e,10.0,False,Nelle Goffey,0,0,False
1800,3,5,Earth,True,G,283.0,S,TRAPPIST-1e,0.0,False,Vick Goffey,0,0,False
1800,4,5,Earth,False,G,283.0,S,TRAPPIST-1e,0.0,False,Annah Morsentley,0,0,True
1800,5,5,Earth,True,G,283.0,S,TRAPPIST-1e,1.0,False,Wandy Goffey,0,0,True
1802,1,1,Earth,False,E,109.0,P,TRAPPIST-1e,33.0,False,Alley Brantuarez,790,1,False
1803,1,1,Earth,False,F,354.0,P,55 Cancri e,23.0,False,Nelsie Puckley,722,1,False
1804,1,1,Mars,True,F,355.0,P,TRAPPIST-1e,5.0,False,Minies Curle,0,0,True
1805,1,1,Earth,True,G,284.0,S,TRAPPIST-1e,24.0,False,Doryn Bradlerson,0,0,True
1806,1,1,Mars,False,E,138.0,S,TRAPPIST-1e,26.0,False,Goos Hotte,0,0,False
1807,1,1,Europa,False,B,58.0,P,55 Cancri e,30.0,False,Ainor Ingetrody,7911,1,False
1808,1,1,Earth,False,F,346.0,S,TRAPPIST-1e,33.0,False,Rician Pollarkeeks,803,1,False
1810,1,1,Mars,False,F,356.0,P,TRAPPIST-1e,56.0,False,Whee Ruité,7406,1,False
1811,1,2,Earth,True,G,285.0,S,PSO J318.5-22,25.0,False,Gerry Georgasey,0,0,True
1811,2,2,Earth,False,F,347.0,S,TRAPPIST-1e,,,Gerek Georgasey,948,1,False
1812,1,1,,False,F,357.0,P,TRAPPIST-1e,25.0,False,Agnesa Hickson,1003,1,True
1813,1,1,Earth,False,F,358.0,P,55 Cancri e,18.0,False,Allara Cainghannon,717,1,False
1816,1,2,Europa,False,C,68.0,S,TRAPPIST-1e,60.0,True,Naosura Dicomeng,2943,1,True
1816,2,2,Europa,False,C,68.0,S,TRAPPIST-1e,41.0,False,Shail Tertchty,2364,1,True
1817,1,1,Earth,False,F,349.0,S,PSO J318.5-22,16.0,False,Marky Lanks,670,1,False
1818,1,1,Earth,True,G,297.0,P,TRAPPIST-1e,17.0,False,Felia Portananney,0,0,True
1821,1,1,Earth,False,G,298.0,P,TRAPPIST-1e,26.0,False,Ronna Cohendright,384,1,False
1822,1,1,Earth,False,G,299.0,P,TRAPPIST-1e,31.0,False,Charly Mirez,813,1,True
1823,1,1,,False,,,,TRAPPIST-1e,67.0,False,Loree Byerson,898,1,True
1826,1,1,Earth,False,F,351.0,S,55 Cancri e,16.0,False,Mollen Lewintos,802,1,False
1827,1,1,Earth,False,F,352.0,S,55 Cancri e,24.0,False,Chrisa Norrison,578,1,False
1828,1,1,Earth,False,F,361.0,P,,19.0,False,Thelix Hultz,2214,1,True
1829,1,6,Europa,False,D,56.0,P,55 Cancri e,48.0,False,,3781,1,True
1829,2,6,Europa,False,D,56.0,P,TRAPPIST-1e,30.0,False,Propsh Clumshangs,6696,1,True
1829,3,6,Europa,False,D,56.0,P,TRAPPIST-1e,22.0,False,Luxion Clumshangs,11126,1,True
1829,4,6,Europa,False,D,56.0,P,TRAPPIST-1e,28.0,True,Hadiram Gloother,6206,1,True
1829,5,6,Europa,True,D,56.0,P,55 Cancri e,23.0,False,Atrinon Persed,0,0,True
1829,6,6,Europa,False,D,56.0,P,TRAPPIST-1e,29.0,False,Ankark Persed,2654,1,False
1831,1,1,Earth,True,G,288.0,S,TRAPPIST-1e,22.0,False,Almary Gordanieves,0,0,False
1833,1,1,Europa,False,C,61.0,P,55 Cancri e,48.0,False,Mirark Scoudelle,4890,1,False
1834,1,1,Mars,False,F,354.0,S,,26.0,False,,1599,1,True
1836,1,1,Earth,False,F,362.0,P,TRAPPIST-1e,23.0,False,Ronne Meleon,2858,1,True
1841,1,1,Earth,False,F,365.0,P,TRAPPIST-1e,55.0,False,Ivaney Flynney,1104,1,False
1843,1,1,Europa,False,E,112.0,P,TRAPPIST-1e,46.0,False,Saxinon Unaasor,2733,1,False
1844,1,3,Earth,False,F,355.0,S,PSO J318.5-22,38.0,False,Andan Stannondez,1381,1,False
1844,2,3,Earth,True,G,289.0,S,TRAPPIST-1e,2.0,False,Garley Stannondez,0,0,True
1844,3,3,Earth,True,G,289.0,S,TRAPPIST-1e,3.0,False,Winia Stannondez,0,0,True
1846,1,1,Earth,False,F,366.0,P,TRAPPIST-1e,20.0,False,Elicia Mejiamsey,804,1,False
1847,1,1,Earth,False,G,290.0,S,TRAPPIST-1e,65.0,False,Jaimez Tuckers,445,1,False
1848,1,1,Earth,False,G,291.0,S,TRAPPIST-1e,,False,Hellia Gilleranks,846,1,False
1849,1,1,Earth,False,F,367.0,P,TRAPPIST-1e,25.0,False,Antone Sellentry,1395,1,False
1850,1,2,Earth,False,F,356.0,S,PSO J318.5-22,54.0,False,Troya Schwardson,573,1,False
1850,2,2,Earth,False,F,356.0,S,55 Cancri e,25.0,False,Leene Schwardson,761,1,False
1853,1,1,Earth,True,G,302.0,P,TRAPPIST-1e,14.0,False,Annez Webstenson,0,0,True
1854,1,1,Europa,False,A,22.0,S,55 Cancri e,53.0,False,Gorab Unprive,14298,1,True
1855,1,2,Earth,True,G,303.0,P,TRAPPIST-1e,0.0,False,Ellena Jenson,0,0,True
1855,2,2,Earth,False,E,113.0,P,TRAPPIST-1e,39.0,False,Mabela Jenson,992,1,False
1856,1,1,Earth,False,F,368.0,P,TRAPPIST-1e,22.0,False,Adriet Combson,745,1,True
1857,1,1,Mars,False,D,63.0,S,55 Cancri e,31.0,False,Pios Emone,829,1,False
1859,1,1,Mars,True,F,357.0,S,,24.0,False,Slix Seen,0,0,True
1860,1,2,Europa,False,A,13.0,P,TRAPPIST-1e,35.0,True,Caiah Headfair,3157,1,False
1860,2,2,Europa,False,A,13.0,P,55 Cancri e,35.0,False,Krazet Headfair,4245,1,False
1861,1,2,Mars,True,F,358.0,S,TRAPPIST-1e,32.0,False,Choney Clake,0,0,True
1861,2,2,Mars,False,F,358.0,S,TRAPPIST-1e,61.0,False,Apix Clake,2475,1,False
1863,1,1,Earth,False,F,370.0,P,55 Cancri e,58.0,False,Bony Handertiz,1095,1,True
1864,1,1,Mars,False,D,64.0,S,TRAPPIST-1e,26.0,False,Hone Erflé,1778,1,False
1865,1,6,Earth,True,G,292.0,S,TRAPPIST-1e,4.0,,Elanda Roses,0,0,False
1865,2,6,Earth,False,G,292.0,S,TRAPPIST-1e,1.0,False,Dandra Roses,0,0,False
1865,3,6,Earth,False,G,292.0,S,TRAPPIST-1e,8.0,False,Idary Owery,0,0,True
1865,4,6,Earth,False,G,292.0,S,TRAPPIST-1e,7.0,False,,0,0,False
1865,5,6,Earth,,G,292.0,S,TRAPPIST-1e,25.0,False,Terly Roses,1821,1,False
1865,6,6,,False,G,292.0,S,TRAPPIST-1e,6.0,False,Racyle Roses,0,0,False
1866,1,1,Earth,False,F,371.0,P,TRAPPIST-1e,29.0,False,Billey Wolffy,865,1,False
1868,1,1,Mars,True,F,372.0,P,TRAPPIST-1e,64.0,False,Sug Fincy,0,0,True
1871,1,1,Europa,False,C,70.0,S,TRAPPIST-1e,31.0,,Aston Spedlybood,2207,1,True
1872,1,1,Mars,True,E,139.0,S,TRAPPIST-1e,25.0,False,Stote Wala,0,0,False
1873,1,1,Earth,True,G,293.0,S,TRAPPIST-1e,30.0,False,Shalle Barrison,0,0,True
1874,1,2,Earth,True,G,305.0,P,TRAPPIST-1e,0.0,False,Armene Woodgezalez,0,0,False
1874,2,2,Earth,,F,374.0,P,PSO J318.5-22,29.0,False,Vanley Woodgezalez,1965,1,False
1877,1,1,Earth,False,G,306.0,P,TRAPPIST-1e,37.0,False,Raque Ellahan,888,1,False
1878,1,1,Earth,False,F,375.0,P,TRAPPIST-1e,49.0,False,Fanna Chenson,724,1,False
1879,1,1,Europa,False,D,58.0,P,TRAPPIST-1e,36.0,False,Alhair Inderly,3400,1,False
1880,1,1,Earth,False,F,376.0,P,55 Cancri e,20.0,False,Valey Clean,607,1,False
1881,1,1,Earth,False,F,377.0,P,TRAPPIST-1e,20.0,False,Samie Valey,2301,1,True
1882,1,2,Europa,,C,71.0,S,55 Cancri e,18.0,False,Magnon Antcal,16350,1,True
1882,2,2,Europa,True,,,,55 Cancri e,17.0,False,Phonons Antcal,0,0,True
1884,1,1,Mars,True,E,140.0,S,TRAPPIST-1e,48.0,False,Whers Meake,0,0,False
1886,1,1,Earth,False,E,141.0,S,TRAPPIST-1e,26.0,False,Briane Morrows,790,1,False
1887,1,1,Earth,False,G,295.0,S,TRAPPIST-1e,35.0,False,Wilmay Pooley,852,1,False
1888,1,1,Earth,False,F,361.0,S,TRAPPIST-1e,30.0,False,Benda Barrelliver,873,1,True
1889,1,2,Earth,False,F,378.0,P,TRAPPIST-1e,22.0,False,Vandy Hewson,724,1,False
1889,2,2,Earth,True,G,307.0,P,TRAPPIST-1e,5.0,False,Lerome Hewson,0,0,False
1890,1,1,Earth,True,G,308.0,P,55 Cancri e,43.0,False,Beathy Englence,0,0,False
1891,1,1,Mars,True,E,142.0,S,TRAPPIST-1e,52.0,False,,0,0,False
1892,1,3,Europa,False,D,59.0,P,TRAPPIST-1e,50.0,False,Coxark Couseced,1854,1,True
1892,2,3,Europa,False,,,,TRAPPIST-1e,29.0,False,Ashira Stpingepid,2315,1,True
1892,3,3,Europa,False,D,59.0,P,55 Cancri e,19.0,False,Schird Stpingepid,5987,1,False
1897,1,2,Europa,False,C,72.0,S,55 Cancri e,39.0,False,Zaurion Gocent,15295,1,True
1897,2,2,Europa,False,C,72.0,S,TRAPPIST-1e,38.0,False,Arino Gocent,2160,1,True
1898,1,1,Earth,True,G,296.0,S,55 Cancri e,21.0,False,Walles Fishopper,0,0,False
1899,1,1,Earth,False,G,297.0,S,PSO J318.5-22,25.0,False,Sylvin Curton,452,1,False
1901,1,2,Europa,True,A,14.0,P,55 Cancri e,42.0,False,Castork Tractive,0,0,True
1901,2,2,Europa,True,A,14.0,P,55 Cancri e,36.0,False,Neshath Tractive,0,0,True
1902,1,1,Earth,False,G,298.0,S,TRAPPIST-1e,19.0,False,Benny Carvis,1818,1,False
1903,1,1,Earth,True,G,309.0,P,TRAPPIST-1e,42.0,False,Brina Loway,0,0,False
1905,1,1,Earth,False,F,364.0,S,55 Cancri e,40.0,False,Kimena Torrez,2729,1,False
1906,1,1,Earth,True,G,299.0,S,TRAPPIST-1e,14.0,False,Claura Booneid,0,0,False
1907,1,1,Europa,False,D,60.0,P,TRAPPIST-1e,50.0,False,Axionif Neceriont,2183,1,False
1908,1,1,Mars,False,E,115.0,P,TRAPPIST-1e,18.0,False,Herms Chcak,2347,1,False
1911,1,1,Earth,False,G,300.0,S,TRAPPIST-1e,46.0,False,Dia Cartez,755,1,False
1915,1,1,Earth,False,E,116.0,P,TRAPPIST-1e,,False,Letta Hurchez,792,1,False
1916,1,2,Europa,True,D,61.0,P,TRAPPIST-1e,15.0,False,Cheddin Castery,0,0,True
1916,2,2,Europa,False,D,61.0,P,55 Cancri e,22.0,False,,3349,1,False
1918,1,3,Europa,True,A,23.0,S,TRAPPIST-1e,0.0,False,Nesham Assibler,0,0,False
1918,2,3,Europa,True,A,23.0,S,TRAPPIST-1e,52.0,False,Sheleb Assibler,0,0,True
1918,3,3,Europa,False,A,23.0,S,TRAPPIST-1e,38.0,False,Hallux Assibler,3416,1,True
1920,1,1,Mars,False,E,117.0,P,TRAPPIST-1e,46.0,False,Burbix Horte,1021,1,False
1922,1,1,Earth,True,G,303.0,S,55 Cancri e,23.0,False,Tonald Hickson,0,0,False
1923,1,2,Europa,False,C,65.0,P,TRAPPIST-1e,63.0,False,Wasaleh Dister,5180,1,True
1923,2,2,Europa,True,C,65.0,P,55 Cancri e,24.0,False,Ranan Dister,0,0,True
1925,1,1,Earth,True,G,304.0,S,TRAPPIST-1e,50.0,False,Olgary Matts,0,0,False
1926,1,1,,True,G,305.0,S,TRAPPIST-1e,20.0,False,Billey Conney,0,0,False
1927,1,1,Mars,False,D,66.0,S,TRAPPIST-1e,55.0,False,Trohs Hapie,2709,1,False
1928,1,1,Earth,False,E,144.0,S,PSO J318.5-22,21.0,False,Leence Anthon,661,1,True
1931,1,1,Europa,True,C,73.0,S,55 Cancri e,56.0,False,Kumark Dressink,0,0,True
1933,1,1,Earth,False,E,118.0,P,TRAPPIST-1e,45.0,False,Timyra Hammons,10,1,True
1935,1,1,Earth,True,G,307.0,S,55 Cancri e,18.0,False,Sharie Gallenry,0,0,False
1937,1,1,Earth,False,F,368.0,S,TRAPPIST-1e,47.0,False,Therly Knoxtones,901,1,False
1938,1,1,Earth,False,F,369.0,S,TRAPPIST-1e,36.0,False,Gretty Charpelaney,1735,1,True
1939,1,2,Mars,False,F,385.0,P,TRAPPIST-1e,57.0,True,Wacks Burta,1309,1,False
1939,2,2,Mars,False,D,62.0,P,TRAPPIST-1e,13.0,False,Sex Burta,3090,1,False
1940,1,1,Mars,False,F,386.0,P,TRAPPIST-1e,27.0,False,Wins Bate,1599,1,False
1941,1,1,Earth,False,F,370.0,S,TRAPPIST-1e,20.0,False,Man Hendrewsons,717,1,False
1942,1,1,Earth,False,G,312.0,P,TRAPPIST-1e,47.0,False,Gerly Gaineyerson,828,1,False
1945,1,1,Earth,False,E,120.0,P,TRAPPIST-1e,15.0,False,Ambert Guezaley,787,1,False
1946,1,1,Earth,False,G,313.0,P,TRAPPIST-1e,34.0,False,Rayley Castannison,784,1,False
1947,1,1,Earth,False,F,372.0,S,TRAPPIST-1e,21.0,False,Lorian Vandan,949,1,False
1950,1,1,Earth,False,F,374.0,S,TRAPPIST-1e,51.0,False,Tonyn Welles,1458,1,False
1952,1,1,Earth,False,E,121.0,P,TRAPPIST-1e,23.0,False,,788,1,False
1953,1,1,Earth,False,F,387.0,P,TRAPPIST-1e,58.0,False,Verney Bradlerson,717,1,False
1956,1,2,Mars,False,D,68.0,S,TRAPPIST-1e,37.0,False,,3899,1,False
1956,2,2,Mars,False,D,68.0,S,PSO J318.5-22,44.0,,Mesh Pread,787,1,True
1957,1,1,Earth,True,G,309.0,S,TRAPPIST-1e,25.0,False,Patoya Maynardner,0,0,False
1959,1,3,Europa,True,C,66.0,P,TRAPPIST-1e,15.0,False,Weion Exibuctich,0,0,True
1959,2,3,Europa,False,C,66.0,P,TRAPPIST-1e,40.0,False,,4205,1,False
1959,3,3,Europa,False,C,66.0,P,55 Cancri e,29.0,False,Menchah Exibuctich,5985,1,True
1960,1,2,Earth,True,E,122.0,P,TRAPPIST-1e,36.0,False,Deanny Lynnerett,0,0,True
1960,2,2,Earth,False,E,122.0,P,PSO J318.5-22,21.0,False,Joana Lynnerett,681,1,True
1961,1,1,Earth,False,G,315.0,P,TRAPPIST-1e,35.0,False,Kayne Giller,927,1,True
1962,1,3,Earth,False,F,390.0,P,TRAPPIST-1e,24.0,False,Verek Buckeenez,1442,1,False
1962,2,3,Earth,False,G,316.0,P,55 Cancri e,2.0,False,Jasony Buckeenez,0,0,False
1962,3,3,Earth,True,G,316.0,P,TRAPPIST-1e,0.0,False,Dixiel Ryanga,0,0,True
1963,1,1,Earth,False,F,391.0,P,TRAPPIST-1e,43.0,False,Aarone Fowlaney,1217,1,False
1964,1,1,Europa,False,C,74.0,S,TRAPPIST-1e,63.0,False,Altara Righturter,4622,1,False
1967,1,1,Earth,True,G,318.0,P,TRAPPIST-1e,30.0,,Megany Humphreyes,0,0,True
1968,1,1,Earth,True,G,319.0,P,PSO J318.5-22,38.0,False,Delody Traverdy,0,0,True
1969,1,1,Europa,False,C,75.0,S,55 Cancri e,27.0,False,Unukath Sandul,25807,1,True
1971,1,1,Earth,False,F,375.0,S,PSO J318.5-22,54.0,False,Megany Irwinson,692,1,False
1973,1,1,Europa,True,A,24.0,S,55 Cancri e,39.0,False,Gomeron Clindy,0,0,True
1974,1,1,Mars,False,D,63.0,P,TRAPPIST-1e,41.0,False,Sugark Cusa,3721,1,False
1975,1,1,Earth,False,G,310.0,S,TRAPPIST-1e,22.0,False,Jeandy Hobbinson,771,1,False
1976,1,7,Europa,False,B,82.0,S,55 Cancri e,23.0,False,Sadirab Craleve,8040,1,True
1976,2,7,Europa,False,B,82.0,S,TRAPPIST-1e,34.0,False,Alam Lansuffle,4066,1,True
1976,3,7,Europa,True,B,82.0,S,55 Cancri e,26.0,True,Cellah Lansuffle,0,0,True
1976,4,7,Europa,False,B,82.0,S,TRAPPIST-1e,39.0,False,Zinoth Lansuffle,6149,1,False
1976,5,7,Europa,True,B,82.0,S,55 Cancri e,15.0,False,Plas Lansuffle,0,0,True
1976,6,7,Europa,True,B,82.0,S,TRAPPIST-1e,64.0,False,Wasaleh Lansuffle,0,0,True
1976,7,7,Europa,True,B,82.0,S,TRAPPIST-1e,25.0,False,Alaslon Craleve,0,0,True
1977,1,1,Mars,True,F,393.0,P,TRAPPIST-1e,35.0,False,Froder Paska,0,0,True
1978,1,1,,True,G,311.0,S,TRAPPIST-1e,19.0,False,,0,0,True
1979,1,1,Earth,False,F,376.0,S,TRAPPIST-1e,26.0,False,Delley Moodson,1156,1,False
1980,1,3,Earth,True,G,312.0,S,TRAPPIST-1e,3.0,False,Scotte Browlerson,0,0,True
1980,2,3,Earth,False,G,312.0,S,TRAPPIST-1e,29.0,False,Man Freevenson,1439,1,False
1980,3,3,Earth,True,G,312.0,S,TRAPPIST-1e,44.0,False,Penne Browlerson,0,0,True
1981,1,1,Earth,False,E,124.0,P,TRAPPIST-1e,27.0,False,Julion Cobson,996,1,False
1983,1,1,Earth,False,G,320.0,P,PSO J318.5-22,17.0,False,Felia Cooperkins,754,1,False
1984,1,1,Europa,False,,,,55 Cancri e,37.0,False,Mesath Wassid,3263,1,True
1985,1,1,Mars,True,F,394.0,P,55 Cancri e,19.0,False,Apuffs Facle,0,0,True
1988,1,1,Earth,True,G,321.0,P,TRAPPIST-1e,44.0,False,Eleaha Wallerson,0,0,False
1991,1,2,Earth,False,F,378.0,S,55 Cancri e,22.0,,Leenny Palmes,667,1,False
1991,2,2,Earth,False,E,146.0,S,TRAPPIST-1e,22.0,False,Aude Palmes,663,1,True
1992,1,1,Mars,True,F,379.0,S,TRAPPIST-1e,21.0,False,Lucan Killé,0,0,True
1993,1,1,Earth,False,F,380.0,S,TRAPPIST-1e,31.0,False,Lorey Fishopper,1935,1,False
1994,1,1,Earth,False,E,125.0,P,TRAPPIST-1e,17.0,False,Cary Pagedy,791,1,True
1995,1,1,Earth,False,G,314.0,S,PSO J318.5-22,30.0,False,Gerry Sterreray,531,1,False
1996,1,1,Earth,False,F,381.0,S,TRAPPIST-1e,15.0,False,Sallie Fryan,865,1,False
1997,1,1,Earth,,G,315.0,S,TRAPPIST-1e,42.0,False,Joyn Hartley,1707,1,True
1999,1,1,Earth,False,F,383.0,S,TRAPPIST-1e,55.0,False,Shelle Kimons,871,1,False
2000,1,1,Europa,False,C,76.0,S,55 Cancri e,28.0,False,Weia Plattering,2851,1,True
2001,1,1,Earth,False,F,396.0,P,TRAPPIST-1e,33.0,False,All Pittler,1514,1,False
2003,1,1,Earth,False,G,323.0,P,TRAPPIST-1e,19.0,,Viviay Oconley,808,1,False
2006,1,3,Earth,False,F,386.0,S,TRAPPIST-1e,24.0,False,Eriky Moorez,861,1,False
2006,2,3,Earth,False,G,317.0,S,TRAPPIST-1e,4.0,False,Crisey Moorez,0,0,False
2006,3,3,Earth,True,G,317.0,S,TRAPPIST-1e,2.0,False,Joana Moorez,0,0,False
2007,1,1,Europa,False,A,25.0,S,55 Cancri e,30.0,False,Aviton Gocent,5740,1,True
2009,1,3,Europa,False,B,59.0,P,TRAPPIST-1e,31.0,False,Aldibah Contery,0,0,False
2009,2,3,Europa,True,B,59.0,P,TRAPPIST-1e,17.0,False,Cheliak Contery,0,0,True
2009,3,3,Europa,True,B,59.0,P,55 Cancri e,40.0,False,Gluebah Contery,0,0,True
2010,1,1,Earth,True,G,324.0,P,PSO J318.5-22,33.0,False,Candyn Gregordy,0,0,True
2011,1,1,Earth,True,G,318.0,S,PSO J318.5-22,46.0,False,Tonyn Bartines,0,0,False
2012,1,1,Europa,False,B,60.0,P,55 Cancri e,30.0,True,Mirakis Amincrerus,11256,1,False
2013,1,1,Earth,False,F,398.0,P,TRAPPIST-1e,17.0,False,Emmax Water,804,1,False
2015,1,1,Earth,False,F,387.0,S,TRAPPIST-1e,19.0,False,Fayene Hickett,1828,1,True
2019,1,2,Europa,False,B,83.0,S,55 Cancri e,22.0,False,Dirfak Oppressive,6265,1,True
2019,2,2,Europa,,B,83.0,S,55 Cancri e,20.0,False,Okulus Oppressive,7929,1,False
2022,1,1,Earth,False,F,390.0,S,PSO J318.5-22,36.0,False,Gracia Houseson,895,1,False
2024,1,2,,False,G,322.0,S,TRAPPIST-1e,0.0,False,Ellard Kinson,0,0,True
2024,2,2,Earth,False,E,150.0,S,55 Cancri e,17.0,False,Ianne Kinson,1640,1,True
2026,1,3,Earth,True,G,323.0,S,TRAPPIST-1e,,False,Marlly Warrishales,0,0,True
2026,2,3,Earth,True,G,323.0,S,PSO J318.5-22,15.0,False,Franda Warrishales,0,0,True
2026,3,3,Earth,False,G,323.0,S,TRAPPIST-1e,20.0,False,Heald Alldson,720,1,False
2027,1,1,Earth,False,F,399.0,P,55 Cancri e,19.0,False,Iree Oconley,1088,1,True
2028,1,1,Earth,False,F,391.0,S,PSO J318.5-22,24.0,False,Louisa Pooles,671,1,False
2029,1,1,Earth,False,F,400.0,P,55 Cancri e,43.0,False,Lyne Camerrison,737,1,False
2032,1,1,Mars,True,F,402.0,P,TRAPPIST-1e,26.0,False,Powl Shcad,0,0,True
2034,1,1,Earth,False,F,393.0,S,TRAPPIST-1e,42.0,False,Anton Pearsalason,1283,1,False
2038,1,1,Earth,False,F,404.0,P,TRAPPIST-1e,21.0,False,Racyle Ingston,644,1,False
2040,1,2,Europa,True,B,85.0,S,TRAPPIST-1e,50.0,False,Lesaten Stiven,0,0,True
2040,2,2,Europa,True,B,85.0,S,TRAPPIST-1e,25.0,False,Alramak Stiven,0,0,True
2041,1,1,Earth,True,G,327.0,P,TRAPPIST-1e,64.0,False,Pattin Weavesend,0,0,True
2042,1,1,Earth,False,F,394.0,S,TRAPPIST-1e,50.0,False,Rosiey Floways,804,1,False
2043,1,1,Mars,True,F,395.0,S,TRAPPIST-1e,24.0,False,Goles Teake,0,0,True
2044,1,1,Earth,False,F,396.0,S,TRAPPIST-1e,27.0,,Breney Conleydenan,658,1,True
2045,1,1,Earth,True,G,324.0,S,55 Cancri e,42.0,False,Gaylah Whitneyes,0,0,True
2046,1,1,Earth,True,G,328.0,P,55 Cancri e,30.0,False,Luison Beston,0,0,False
2051,1,1,Earth,False,E,126.0,P,TRAPPIST-1e,20.0,False,,718,1,True
2052,1,1,Mars,False,E,151.0,S,TRAPPIST-1e,31.0,False,Jele Balle,1378,1,True
2053,1,1,Europa,False,C,68.0,P,55 Cancri e,26.0,False,Tabbah Wasede,5759,1,False
2054,1,1,Europa,False,C,69.0,P,55 Cancri e,39.0,False,Alark Stivelte,2647,1,False
2055,1,6,Earth,False,G,330.0,P,TRAPPIST-1e,,False,Belly Woodwinez,0,0,False
2055,2,6,,False,G,330.0,P,PSO J318.5-22,32.0,False,Sall Woodwinez,700,1,True
2055,3,6,Earth,True,G,330.0,P,TRAPPIST-1e,25.0,False,,0,0,True
2055,4,6,Earth,False,G,330.0,P,TRAPPIST-1e,6.0,False,Lesley Woodwinez,0,0,True
2055,5,6,Earth,True,G,330.0,P,TRAPPIST-1e,3.0,False,Harlen Woodwinez,0,0,True
2055,6,6,Earth,True,G,330.0,P,TRAPPIST-1e,11.0,False,Janee Canton,0,0,False
2056,1,4,Earth,True,G,331.0,P,TRAPPIST-1e,52.0,False,Marynk Hanghanson,0,0,False
2056,2,4,Earth,False,F,407.0,P,TRAPPIST-1e,14.0,False,Claura Hanghanson,877,1,False
2056,3,4,Earth,False,F,407.0,P,TRAPPIST-1e,68.0,False,Elany Hanghanson,2038,1,False
2056,4,4,Earth,True,G,331.0,P,PSO J318.5-22,18.0,False,Philia Hanghanson,0,0,True
2059,1,1,Earth,False,G,333.0,P,TRAPPIST-1e,55.0,False,Ellena Moodmandez,909,1,True
2060,1,1,,False,G,327.0,S,55 Cancri e,22.0,False,Anniey Baketton,1853,1,False
2061,1,1,Europa,False,D,65.0,P,TRAPPIST-1e,34.0,False,Dscha Sedece,5446,1,True
2062,1,1,Mars,,F,398.0,S,TRAPPIST-1e,17.0,False,,1336,1,False
2063,1,1,Earth,True,G,328.0,S,PSO J318.5-22,38.0,False,Mistie Leonaldez,0,0,False
2065,1,1,Earth,False,F,410.0,P,TRAPPIST-1e,13.0,False,Lavey Jeffey,1975,1,False
2066,1,1,Earth,True,G,329.0,S,TRAPPIST-1e,19.0,False,Bryany Chapmaney,0,0,True
2067,1,2,Europa,True,C,70.0,P,TRAPPIST-1e,30.0,False,Alatrin Sprender,0,0,True
2067,2,2,Europa,False,C,70.0,P,TRAPPIST-1e,27.0,True,Asellan Sprender,3453,1,False
2070,1,1,Earth,False,E,127.0,P,TRAPPIST-1e,17.0,False,Sanda Gilleyons,860,1,True
2071,1,2,Europa,False,C,78.0,S,55 Cancri e,45.0,False,Zaninon Subateful,7337,1,False
2071,2,2,Europa,False,C,78.0,S,55 Cancri e,28.0,False,Alduson Subateful,3577,1,True
2073,1,1,Earth,False,F,401.0,S,TRAPPIST-1e,23.0,False,Landa Rivanseney,632,1,False
2074,1,2,Europa,False,D,69.0,S,TRAPPIST-1e,24.0,False,Sadir Alaring,10357,1,False
2074,2,2,Europa,False,D,69.0,S,TRAPPIST-1e,23.0,False,Mergas Alaring,4106,1,True
2075,1,1,Earth,False,F,402.0,S,55 Cancri e,29.0,False,Janne Yatters,638,1,False
2080,1,1,Earth,False,G,334.0,P,TRAPPIST-1e,46.0,False,Henryn Joycerton,883,1,False
2081,1,1,Earth,False,F,411.0,P,PSO J318.5-22,17.0,False,Brie Moodsey,919,1,True
2082,1,1,Earth,False,G,335.0,P,TRAPPIST-1e,20.0,False,Carlie Kirks,808,1,False
2083,1,1,Earth,False,F,407.0,S,TRAPPIST-1e,24.0,False,Wen Gibbsonton,715,1,False
2084,1,2,Europa,False,A,16.0,P,TRAPPIST-1e,40.0,False,Aston Boltund,10796,1,False
2084,2,2,Europa,True,A,16.0,P,TRAPPIST-1e,,False,Dyonon Boltund,0,0,True
2085,1,1,Europa,False,C,72.0,P,TRAPPIST-1e,38.0,False,Algedia Unaasor,9531,1,False
2086,1,2,Europa,False,A,26.0,S,TRAPPIST-1e,65.0,False,Marf Wasterivel,4919,1,True
2086,2,2,Europa,False,A,26.0,S,TRAPPIST-1e,19.0,False,Aldera Wasterivel,2050,1,True
2087,1,1,Earth,False,F,408.0,S,TRAPPIST-1e,54.0,False,Olliey Brownings,873,1,True
2088,1,2,Earth,False,F,409.0,S,55 Cancri e,38.0,False,Eriey Weaves,717,1,False
2088,2,2,Earth,False,G,331.0,S,TRAPPIST-1e,40.0,False,Len Weaves,929,1,True
