PassengerId,HomePlanet,CryoSleep,Deck,Num,Side,Destination,Age,VIP,Name,TotalExpenses,HasExpenses,Transported
1879_01,Europa,False,D,58,P,TRAPPIST-1e,36.0,False,Alhair Inderly,3400.0,1,False
1880_01,Earth,False,F,376,P,55 Cancri e,20.0,False,Valey Clean,607.0,1,False
1881_01,Earth,False,F,377,P,TRAPPIST-1e,20.0,False,Samie Valey,2301.0,1,True
1882_01,Europa,,C,71,S,55 Cancri e,18.0,False,Magnon Antcal,16350.0,1,True
1882_02,Europa,True,,,,55 Cancri e,17.0,False,Phonons Antcal,0.0,0,True
1884_01,Mars,True,E,140,S,TRAPPIST-1e,48.0,False,Whers Meake,0.0,0,False
1886_01,Earth,False,E,141,S,TRAPPIST-1e,26.0,False,Briane Morrows,790.0,1,False
1887_01,Earth,False,G,295,S,TRAPPIST-1e,35.0,False,Wilmay Pooley,852.0,1,False
1888_01,Earth,False,F,361,S,TRAPPIST-1e,30.0,False,Benda Barrelliver,873.0,1,True
1889_01,Earth,False,F,378,P,TRAPPIST-1e,22.0,False,Vandy Hewson,724.0,1,False
1889_02,Earth,True,G,307,P,TRAPPIST-1e,5.0,False,Lerome Hewson,0.0,0,False
1890_01,Earth,True,G,308,P,55 Cancri e,43.0,False,Beathy Englence,0.0,0,False
1891_01,Mars,True,E,142,S,TRAPPIST-1e,52.0,False,,0.0,0,False
1892_01,Europa,False,D,59,P,TRAPPIST-1e,50.0,False,Coxark Couseced,1854.0,1,True
1892_02,Europa,False,,,,TRAPPIST-1e,29.0,False,Ashira Stpingepid,2315.0,1,True
1892_03,Europa,False,D,59,P,55 Cancri e,19.0,False,Schird Stpingepid,5987.0,1,False
1897_01,Europa,False,C,72,S,55 Cancri e,39.0,False,Zaurion Gocent,15295.0,1,True
1897_02,Europa,False,C,72,S,TRAPPIST-1e,38.0,False,Arino Gocent,2160.0,1,True
1898_01,Earth,True,G,296,S,55 Cancri e,21.0,False,Walles Fishopper,0.0,0,False
1899_01,Earth,False,G,297,S,PSO J318.5-22,25.0,False,Sylvin Curton,452.0,1,False
1901_01,Europa,True,A,14,P,55 Cancri e,42.0,False,Castork Tractive,0.0,0,True
1901_02,Europa,True,A,14,P,55 Cancri e,36.0,False,Neshath Tractive,0.0,0,True
1902_01,Earth,False,G,298,S,TRAPPIST-1e,19.0,False,Benny Carvis,1818.0,1,False
1903_01,Earth,True,G,309,P,TRAPPIST-1e,42.0,False,Brina Loway,0.0,0,False
1905_01,Earth,False,F,364,S,55 Cancri e,40.0,False,Kimena Torrez,2729.0,1,False
1906_01,Earth,True,G,299,S,TRAPPIST-1e,14.0,False,Claura Booneid,0.0,0,False
1907_01,Europa,False,D,60,P,TRAPPIST-1e,50.0,False,Axionif Neceriont,2183.0,1,False
1908_01,Mars,False,E,115,P,TRAPPIST-1e,18.0,False,Herms Chcak,2347.0,1,False
1911_01,Earth,False,G,300,S,TRAPPIST-1e,46.0,False,Dia Cartez,755.0,1,False
1915_01,Earth,False,E,116,P,TRAPPIST-1e,,False,Letta Hurchez,792.0,1,False
1916_01,Europa,True,D,61,P,TRAPPIST-1e,15.0,False,Cheddin Castery,0.0,0,True
1916_02,Europa,False,D,61,P,55 Cancri e,22.0,False,,3349.0,1,False
1918_01,Europa,True,A,23,S,TRAPPIST-1e,0.0,False,Nesham Assibler,0.0,0,False
1918_02,Europa,True,A,23,S,TRAPPIST-1e,52.0,False,Sheleb Assibler,0.0,0,True
1918_03,Europa,False,A,23,S,TRAPPIST-1e,38.0,False,Hallux Assibler,3416.0,1,True
1920_01,Mars,False,E,117,P,TRAPPIST-1e,46.0,False,Burbix Horte,1021.0,1,False
1922_01,Earth,True,G,303,S,55 Cancri e,23.0,False,Tonald Hickson,0.0,0,False
1923_01,Europa,False,C,65,P,TRAPPIST-1e,63.0,False,Wasaleh Dister,5180.0,1,True
1923_02,Europa,True,C,65,P,55 Cancri e,24.0,False,Ranan Dister,0.0,0,True
1925_01,Earth,True,G,304,S,TRAPPIST-1e,50.0,False,Olgary Matts,0.0,0,False
1926_01,,True,G,305,S,TRAPPIST-1e,20.0,False,Billey Conney,0.0,0,False
1927_01,Mars,False,D,66,S,TRAPPIST-1e,55.0,False,Trohs Hapie,2709.0,1,False
1928_01,Earth,False,E,144,S,PSO J318.5-22,21.0,False,Leence Anthon,661.0,1,True
1931_01,Europa,True,C,73,S,55 Cancri e,56.0,False,Kumark Dressink,0.0,0,True
1933_01,Earth,False,E,118,P,TRAPPIST-1e,45.0,False,Timyra Hammons,10.0,1,True
1935_01,Earth,True,G,307,S,55 Cancri e,18.0,False,Sharie Gallenry,0.0,0,False
1937_01,Earth,False,F,368,S,TRAPPIST-1e,47.0,False,Therly Knoxtones,901.0,1,False
1938_01,Earth,False,F,369,S,TRAPPIST-1e,36.0,False,Gretty Charpelaney,1735.0,1,True
1939_01,Mars,False,F,385,P,TRAPPIST-1e,57.0,True,Wacks Burta,1309.0,1,False
1939_02,Mars,False,D,62,P,TRAPPIST-1e,13.0,False,Sex Burta,3090.0,1,False
1940_01,Mars,False,F,386,P,TRAPPIST-1e,27.0,False,Wins Bate,1599.0,1,False
1941_01,Earth,False,F,370,S,TRAPPIST-1e,20.0,False,Man Hendrewsons,717.0,1,False
1942_01,Earth,False,G,312,P,TRAPPIST-1e,47.0,False,Gerly Gaineyerson,828.0,1,False
1945_01,Earth,False,E,120,P,TRAPPIST-1e,15.0,False,Ambert Guezaley,787.0,1,False
1946_01,Earth,False,G,313,P,TRAPPIST-1e,34.0,False,Rayley Castannison,784.0,1,False
1947_01,Earth,False,F,372,S,TRAPPIST-1e,21.0,False,Lorian Vandan,949.0,1,False
1950_01,Earth,False,F,374,S,TRAPPIST-1e,51.0,False,Tonyn Welles,1458.0,1,False
1952_01,Earth,False,E,121,P,TRAPPIST-1e,23.0,False,,788.0,1,False
1953_01,Earth,False,F,387,P,TRAPPIST-1e,58.0,False,Verney Bradlerson,717.0,1,False
1956_01,Mars,False,D,68,S,TRAPPIST-1e,37.0,False,,3899.0,1,False
1956_02,Mars,False,D,68,S,PSO J318.5-22,44.0,,Mesh Pread,787.0,1,True
1957_01,Earth,True,G,309,S,TRAPPIST-1e,25.0,False,Patoya Maynardner,0.0,0,False
1959_01,Europa,True,C,66,P,TRAPPIST-1e,15.0,False,Weion Exibuctich,0.0,0,True
1959_02,Europa,False,C,66,P,TRAPPIST-1e,40.0,False,,4205.0,1,False
1959_03,Europa,False,C,66,P,55 Cancri e,29.0,False,Menchah Exibuctich,5985.0,1,True
1960_01,Earth,True,E,122,P,TRAPPIST-1e,36.0,False,Deanny Lynnerett,0.0,0,True
1960_02,Earth,False,E,122,P,PSO J318.5-22,21.0,False,Joana Lynnerett,681.0,1,True
1961_01,Earth,False,G,315,P,TRAPPIST-1e,35.0,False,Kayne Giller,927.0,1,True
1962_01,Earth,False,F,390,P,TRAPPIST-1e,24.0,False,Verek Buckeenez,1442.0,1,False
1962_02,Earth,False,G,316,P,55 Cancri e,2.0,False,Jasony Buckeenez,0.0,0,False
1962_03,Earth,True,G,316,P,TRAPPIST-1e,0.0,False,Dixiel Ryanga,0.0,0,True
1963_01,Earth,False,F,391,P,TRAPPIST-1e,43.0,False,Aarone Fowlaney,1217.0,1,False
1964_01,Europa,False,C,74,S,TRAPPIST-1e,63.0,False,Altara Righturter,4622.0,1,False
1967_01,Earth,True,G,318,P,TRAPPIST-1e,30.0,,Megany Humphreyes,0.0,0,True
1968_01,Earth,True,G,319,P,PSO J318.5-22,38.0,False,Delody Traverdy,0.0,0,True
1969_01,Europa,False,C,75,S,55 Cancri e,27.0,False,Unukath Sandul,25807.0,1,True
1971_01,Earth,False,F,375,S,PSO J318.5-22,54.0,False,Megany Irwinson,692.0,1,False
1973_01,Europa,True,A,24,S,55 Cancri e,39.0,False,Gomeron Clindy,0.0,0,True
1974_01,Mars,False,D,63,P,TRAPPIST-1e,41.0,False,Sugark Cusa,3721.0,1,False
1975_01,Earth,False,G,310,S,TRAPPIST-1e,22.0,False,Jeandy Hobbinson,771.0,1,False
1976_01,Europa,False,B,82,S,55 Cancri e,23.0,False,Sadirab Craleve,8040.0,1,True
1976_02,Europa,False,B,82,S,TRAPPIST-1e,34.0,False,Alam Lansuffle,4066.0,1,True
1976_03,Europa,True,B,82,S,55 Cancri e,26.0,True,Cellah Lansuffle,0.0,0,True
1976_04,Europa,False,B,82,S,TRAPPIST-1e,39.0,False,Zinoth Lansuffle,6149.0,1,False
1976_05,Europa,True,B,82,S,55 Cancri e,15.0,False,Plas Lansuffle,0.0,0,True
1976_06,Europa,True,B,82,S,TRAPPIST-1e,64.0,False,Wasaleh Lansuffle,0.0,0,True
1976_07,Europa,True,B,82,S,TRAPPIST-1e,25.0,False,Alaslon Craleve,0.0,0,True
1977_01,Mars,True,F,393,P,TRAPPIST-1e,35.0,False,Froder Paska,0.0,0,True
1978_01,,True,G,311,S,TRAPPIST-1e,19.0,False,,0.0,0,True
1979_01,Earth,False,F,376,S,TRAPPIST-1e,26.0,False,Delley Moodson,1156.0,1,False
1980_01,Earth,True,G,312,S,TRAPPIST-1e,3.0,False,Scotte Browlerson,0.0,0,True
1980_02,Earth,False,G,312,S,TRAPPIST-1e,29.0,False,Man Freevenson,1439.0,1,False
1980_03,Earth,True,G,312,S,TRAPPIST-1e,44.0,False,Penne Browlerson,0.0,0,True
1981_01,Earth,False,E,124,P,TRAPPIST-1e,27.0,False,Julion Cobson,996.0,1,False
1983_01,Earth,False,G,320,P,PSO J318.5-22,17.0,False,Felia Cooperkins,754.0,1,False
1984_01,Europa,False,,,,55 Cancri e,37.0,False,Mesath Wassid,3263.0,1,True
1985_01,Mars,True,F,394,P,55 Cancri e,19.0,False,Apuffs Facle,0.0,0,True
1988_01,Earth,True,G,321,P,TRAPPIST-1e,44.0,False,Eleaha Wallerson,0.0,0,False
1991_01,Earth,False,F,378,S,55 Cancri e,22.0,,Leenny Palmes,667.0,1,False
1991_02,Earth,False,E,146,S,TRAPPIST-1e,22.0,False,Aude Palmes,663.0,1,True
1992_01,Mars,True,F,379,S,TRAPPIST-1e,21.0,False,Lucan Killé,0.0,0,True
1993_01,Earth,False,F,380,S,TRAPPIST-1e,31.0,False,Lorey Fishopper,1935.0,1,False
1994_01,Earth,False,E,125,P,TRAPPIST-1e,17.0,False,Cary Pagedy,791.0,1,True
1995_01,Earth,False,G,314,S,PSO J318.5-22,30.0,False,Gerry Sterreray,531.0,1,False
1996_01,Earth,False,F,381,S,TRAPPIST-1e,15.0,False,Sallie Fryan,865.0,1,False
1997_01,Earth,,G,315,S,TRAPPIST-1e,42.0,False,Joyn Hartley,1707.0,1,True
1999_01,Earth,False,F,383,S,TRAPPIST-1e,55.0,False,Shelle Kimons,871.0,1,False
2000_01,Europa,False,C,76,S,55 Cancri e,28.0,False,Weia Plattering,2851.0,1,True
2001_01,Earth,False,F,396,P,TRAPPIST-1e,33.0,False,All Pittler,1514.0,1,False
2003_01,Earth,False,G,323,P,TRAPPIST-1e,19.0,,Viviay Oconley,808.0,1,False
2006_01,Earth,False,F,386,S,TRAPPIST-1e,24.0,False,Eriky Moorez,861.0,1,False
2006_02,Earth,False,G,317,S,TRAPPIST-1e,4.0,False,Crisey Moorez,0.0,0,False
2006_03,Earth,True,G,317,S,TRAPPIST-1e,2.0,False,Joana Moorez,0.0,0,False
2007_01,Europa,False,A,25,S,55 Cancri e,30.0,False,Aviton Gocent,5740.0,1,True
2009_01,Europa,False,B,59,P,TRAPPIST-1e,31.0,False,Aldibah Contery,0.0,0,False
2009_02,Europa,True,B,59,P,TRAPPIST-1e,17.0,False,Cheliak Contery,0.0,0,True
2009_03,Europa,True,B,59,P,55 Cancri e,40.0,False,Gluebah Contery,0.0,0,True
2010_01,Earth,True,G,324,P,PSO J318.5-22,33.0,False,Candyn Gregordy,0.0,0,True
2011_01,Earth,True,G,318,S,PSO J318.5-22,46.0,False,Tonyn Bartines,0.0,0,False
2012_01,Europa,False,B,60,P,55 Cancri e,30.0,True,Mirakis Amincrerus,11256.0,1,False
2013_01,Earth,False,F,398,P,TRAPPIST-1e,17.0,False,Emmax Water,804.0,1,False
2015_01,Earth,False,F,387,S,TRAPPIST-1e,19.0,False,Fayene Hickett,1828.0,1,True
2019_01,Europa,False,B,83,S,55 Cancri e,22.0,False,Dirfak Oppressive,6265.0,1,True
2019_02,Europa,,B,83,S,55 Cancri e,20.0,False,Okulus Oppressive,7929.0,1,False
2022_01,Earth,False,F,390,S,PSO J318.5-22,36.0,False,Gracia Houseson,895.0,1,False
2024_01,,False,G,322,S,TRAPPIST-1e,0.0,False,Ellard Kinson,0.0,0,True
2024_02,Earth,False,E,150,S,55 Cancri e,17.0,False,Ianne Kinson,1640.0,1,True
2026_01,Earth,True,G,323,S,TRAPPIST-1e,,False,Marlly Warrishales,0.0,0,True
2026_02,Earth,True,G,323,S,PSO J318.5-22,15.0,False,Franda Warrishales,0.0,0,True
2026_03,Earth,False,G,323,S,TRAPPIST-1e,20.0,False,Heald Alldson,720.0,1,False
2027_01,Earth,False,F,399,P,55 Cancri e,19.0,False,Iree Oconley,1088.0,1,True
2028_01,Earth,False,F,391,S,PSO J318.5-22,24.0,False,Louisa Pooles,671.0,1,False
2029_01,Earth,False,F,400,P,55 Cancri e,43.0,False,Lyne Camerrison,737.0,1,False
2032_01,Mars,True,F,402,P,TRAPPIST-1e,26.0,False,Powl Shcad,0.0,0,True
2034_01,Earth,False,F,393,S,TRAPPIST-1e,42.0,False,Anton Pearsalason,1283.0,1,False
2038_01,Earth,False,F,404,P,TRAPPIST-1e,21.0,False,Racyle Ingston,644.0,1,False
2040_01,Europa,True,B,85,S,TRAPPIST-1e,50.0,False,Lesaten Stiven,0.0,0,True
2040_02,Europa,True,B,85,S,TRAPPIST-1e,25.0,False,Alramak Stiven,0.0,0,True
2041_01,Earth,True,G,327,P,TRAPPIST-1e,64.0,False,Pattin Weavesend,0.0,0,True
2042_01,Earth,False,F,394,S,TRAPPIST-1e,50.0,False,Rosiey Floways,804.0,1,False
2043_01,Mars,True,F,395,S,TRAPPIST-1e,24.0,False,Goles Teake,0.0,0,True
2044_01,Earth,False,F,396,S,TRAPPIST-1e,27.0,,Breney Conleydenan,658.0,1,True
2045_01,Earth,True,G,324,S,55 Cancri e,42.0,False,Gaylah Whitneyes,0.0,0,True
2046_01,Earth,True,G,328,P,55 Cancri e,30.0,False,Luison Beston,0.0,0,False
2051_01,Earth,False,E,126,P,TRAPPIST-1e,20.0,False,,718.0,1,True
2052_01,Mars,False,E,151,S,TRAPPIST-1e,31.0,False,Jele Balle,1378.0,1,True
2053_01,Europa,False,C,68,P,55 Cancri e,26.0,False,Tabbah Wasede,5759.0,1,False
2054_01,Europa,False,C,69,P,55 Cancri e,39.0,False,Alark Stivelte,2647.0,1,False
2055_01,Earth,False,G,330,P,TRAPPIST-1e,,False,Belly Woodwinez,0.0,0,False
2055_02,,False,G,330,P,PSO J318.5-22,32.0,False,Sall Woodwinez,700.0,1,True
2055_03,Earth,True,G,330,P,TRAPPIST-1e,25.0,False,,0.0,0,True
2055_04,Earth,False,G,330,P,TRAPPIST-1e,6.0,False,Lesley Woodwinez,0.0,0,True
2055_05,Earth,True,G,330,P,TRAPPIST-1e,3.0,False,Harlen Woodwinez,0.0,0,True
2055_06,Earth,True,G,330,P,TRAPPIST-1e,11.0,False,Janee Canton,0.0,0,False
2056_01,Earth,True,G,331,P,TRAPPIST-1e,52.0,False,Marynk Hanghanson,0.0,0,False
2056_02,Earth,False,F,407,P,TRAPPIST-1e,14.0,False,Claura Hanghanson,877.0,1,False
2056_03,Earth,False,F,407,P,TRAPPIST-1e,68.0,False,Elany Hanghanson,2038.0,1,False
2056_04,Earth,True,G,331,P,PSO J318.5-22,18.0,False,Philia Hanghanson,0.0,0,True
2059_01,Earth,False,G,333,P,TRAPPIST-1e,55.0,False,Ellena Moodmandez,909.0,1,True
2060_01,,False,G,327,S,55 Cancri e,22.0,False,Anniey Baketton,1853.0,1,False
2061_01,Europa,False,D,65,P,TRAPPIST-1e,34.0,False,Dscha Sedece,5446.0,1,True
2062_01,Mars,,F,398,S,TRAPPIST-1e,17.0,False,,1336.0,1,False
2063_01,Earth,True,G,328,S,PSO J318.5-22,38.0,False,Mistie Leonaldez,0.0,0,False
2065_01,Earth,False,F,410,P,TRAPPIST-1e,13.0,False,Lavey Jeffey,1975.0,1,False
2066_01,Earth,True,G,329,S,TRAPPIST-1e,19.0,False,Bryany Chapmaney,0.0,0,True
2067_01,Europa,True,C,70,P,TRAPPIST-1e,30.0,False,Alatrin Sprender,0.0,0,True
2067_02,Europa,False,C,70,P,TRAPPIST-1e,27.0,True,Asellan Sprender,3453.0,1,False
2070_01,Earth,False,E,127,P,TRAPPIST-1e,17.0,False,Sanda Gilleyons,860.0,1,True
2071_01,Europa,False,C,78,S,55 Cancri e,45.0,False,Zaninon Subateful,7337.0,1,False
2071_02,Europa,False,C,78,S,55 Cancri e,28.0,False,Alduson Subateful,3577.0,1,True
2073_01,Earth,False,F,401,S,TRAPPIST-1e,23.0,False,Landa Rivanseney,632.0,1,False
2074_01,Europa,False,D,69,S,TRAPPIST-1e,24.0,False,Sadir Alaring,10357.0,1,False
2074_02,Europa,False,D,69,S,TRAPPIST-1e,23.0,False,Mergas Alaring,4106.0,1,True
2075_01,Earth,False,F,402,S,55 Cancri e,29.0,False,Janne Yatters,638.0,1,False
2080_01,Earth,False,G,334,P,TRAPPIST-1e,46.0,False,Henryn Joycerton,883.0,1,False
2081_01,Earth,False,F,411,P,PSO J318.5-22,17.0,False,Brie Moodsey,919.0,1,True
2082_01,Earth,False,G,335,P,TRAPPIST-1e,20.0,False,Carlie Kirks,808.0,1,False
2083_01,Earth,False,F,407,S,TRAPPIST-1e,24.0,False,Wen Gibbsonton,715.0,1,False
2084_01,Europa,False,A,16,P,TRAPPIST-1e,40.0,False,Aston Boltund,10796.0,1,False
2084_02,Europa,True,A,16,P,TRAPPIST-1e,,False,Dyonon Boltund,0.0,0,True
2085_01,Europa,False,C,72,P,TRAPPIST-1e,38.0,False,Algedia Unaasor,9531.0,1,False
2086_01,Europa,False,A,26,S,TRAPPIST-1e,65.0,False,Marf Wasterivel,4919.0,1,True
2086_02,Europa,False,A,26,S,TRAPPIST-1e,19.0,False,Aldera Wasterivel,2050.0,1,True
2087_01,Earth,False,F,408,S,TRAPPIST-1e,54.0,False,Olliey Brownings,873.0,1,True
2088_01,Earth,False,F,409,S,55 Cancri e,38.0,False,Eriey Weaves,717.0,1,False
2088_02,Earth,False,G,331,S,TRAPPIST-1e,40.0,False,Len Weaves,929.0,1,True
2089_01,Earth,False,F,412,P,PSO J318.5-22,21.0,False,Sonard Sterreray,684.0,1,False
2090_01,Earth,False,F,413,P,TRAPPIST-1e,22.0,False,Dia Watkinsley,821.0,1,True
2091_01,Earth,False,F,414,P,TRAPPIST-1e,33.0,False,Arlie Woodwinez,601.0,1,False
2092_01,Mars,False,D,70,S,TRAPPIST-1e,18.0,False,Muffs Blan,2345.0,1,True
2092_02,Mars,False,E,153,S,TRAPPIST-1e,43.0,False,Wins Stpie,1297.0,1,False
2092_03,Mars,False,,,,TRAPPIST-1e,13.0,,Cray Stpie,9597.0,1,False
2092_04,Mars,False,F,410,S,TRAPPIST-1e,26.0,False,,1751.0,1,False
2092_05,Mars,False,D,70,S,TRAPPIST-1e,22.0,False,Jur Stpie,2578.0,1,False
2094_01,Mars,True,F,415,P,TRAPPIST-1e,21.0,False,Lles Buncy,0.0,0,True
2095_01,Earth,False,F,411,S,PSO J318.5-22,25.0,False,Mabley Gallencis,1368.0,1,False
2096_01,Mars,False,F,412,S,TRAPPIST-1e,29.0,False,Milly Kité,1431.0,1,False
2096_02,Mars,False,F,412,S,TRAPPIST-1e,49.0,False,Weaffs Kinie,1692.0,1,False
2097_01,Europa,True,B,86,S,55 Cancri e,29.0,False,Tetra Roftfuling,0.0,0,True
2099_01,Mars,False,D,71,S,,45.0,False,Cupers Boste,2579.0,1,True
2100_01,Earth,False,F,413,S,PSO J318.5-22,45.0,False,Garyan Briggins,742.0,1,True
2102_01,Europa,False,C,79,S,TRAPPIST-1e,30.0,False,Giedia Seadler,16788.0,1,False
2104_01,Earth,False,F,414,S,TRAPPIST-1e,29.0,False,Sonard Bootez,803.0,1,False
2104_02,Earth,False,,,,TRAPPIST-1e,26.0,False,Brinez Bootez,0.0,0,False
2105_01,Earth,True,G,335,S,55 Cancri e,16.0,False,Benda Loway,0.0,0,False
2106_01,Earth,False,G,336,S,55 Cancri e,20.0,False,Bertle Calhounez,4928.0,1,False
2107_01,Earth,False,G,338,P,TRAPPIST-1e,33.0,False,Sylvin Haynardy,888.0,1,False
2110_01,Earth,True,G,339,P,TRAPPIST-1e,18.0,False,Ernice Joynewtonks,0.0,0,False
2111_01,Mars,False,F,417,P,TRAPPIST-1e,24.0,False,Beals Blan,2598.0,1,False
2112_01,Mars,False,F,418,P,TRAPPIST-1e,29.0,False,Latsts Perty,2598.0,1,False
2114_01,Europa,True,B,87,S,55 Cancri e,40.0,False,Gollux Folhal,0.0,0,True
2115_01,Europa,True,D,72,S,TRAPPIST-1e,27.0,False,Schird Oinded,0.0,0,True
2116_01,Earth,True,G,339,S,TRAPPIST-1e,35.0,False,Dellie Waderoachez,0.0,0,False
2117_01,Europa,False,,,,TRAPPIST-1e,31.0,False,Azet Rocketedy,22021.0,1,False
2118_01,Earth,True,G,340,P,PSO J318.5-22,26.0,False,Kene Macdonadows,0.0,0,False
2120_01,Mars,False,D,73,S,TRAPPIST-1e,49.0,False,Prah Bla,1058.0,1,True
2121_01,Earth,True,G,341,P,TRAPPIST-1e,23.0,False,Timyra Peterstarks,0.0,0,False
2123_01,Earth,True,G,342,P,PSO J318.5-22,23.0,False,Dianya Johnsondez,0.0,0,False
2123_02,Earth,True,G,342,P,PSO J318.5-22,14.0,False,France Johnsondez,0.0,0,True
2124_01,Earth,False,G,341,S,55 Cancri e,21.0,False,Ine Litthews,810.0,1,False
2125_01,Earth,False,G,343,P,TRAPPIST-1e,18.0,False,Stenny Pagedy,907.0,1,False
2126_01,Earth,False,F,415,S,TRAPPIST-1e,,False,Natha Ricews,717.0,1,False
2127_01,Earth,False,F,419,P,TRAPPIST-1e,19.0,False,Dorice Bailes,790.0,1,True
2128_01,Earth,False,G,344,P,TRAPPIST-1e,22.0,False,Artis Sancockett,809.0,1,False
2129_01,Earth,False,F,420,P,TRAPPIST-1e,17.0,False,Rice Camerrison,758.0,1,False
2130_01,Earth,False,F,421,P,PSO J318.5-22,13.0,False,Marine Oneiles,668.0,1,False
2131_01,Earth,False,E,128,P,TRAPPIST-1e,26.0,False,Terrie Mayder,991.0,1,False
2133_01,Mars,False,D,74,S,TRAPPIST-1e,,False,Caish Chrie,1182.0,1,False
2133_02,Mars,True,F,416,S,TRAPPIST-1e,16.0,False,Elfs Chrie,0.0,0,True
2134_01,Mars,False,F,422,P,TRAPPIST-1e,20.0,False,Mes Pimne,1149.0,1,False
2135_01,Earth,False,E,129,P,TRAPPIST-1e,20.0,False,Tin Monroellynn,1620.0,1,False
2135_02,Earth,,E,129,P,TRAPPIST-1e,23.0,False,Aarone Monroellynn,788.0,1,False
2136_01,Earth,False,G,343,S,TRAPPIST-1e,61.0,False,Sallie Waltonnedy,915.0,1,False
2137_01,Mars,True,F,423,P,TRAPPIST-1e,27.0,False,Lopedo Ruité,0.0,0,True
2137_02,Mars,False,F,423,P,55 Cancri e,3.0,False,Stoate Queke,0.0,0,True
2137_03,Mars,False,F,423,P,55 Cancri e,4.0,False,Slig Queke,0.0,0,True
2138_01,Earth,True,G,344,S,55 Cancri e,13.0,,Colly Powery,0.0,0,True
2139_01,Mars,True,F,417,S,TRAPPIST-1e,19.0,False,Gibil Razo,0.0,0,True
2140_01,Earth,False,F,424,P,TRAPPIST-1e,18.0,False,Andra Drakeekss,698.0,1,True
2141_01,Earth,False,E,130,P,55 Cancri e,66.0,False,Annaha Rivanseney,1610.0,1,True
2142_01,Mars,True,F,418,S,TRAPPIST-1e,39.0,,Tostex Pri,0.0,0,True
2143_01,Earth,False,F,419,S,TRAPPIST-1e,21.0,False,Justie Miltongson,2667.0,1,False
2143_02,Earth,True,G,345,S,TRAPPIST-1e,7.0,False,Thel Miltongson,0.0,0,False
2144_01,Earth,True,,,,TRAPPIST-1e,56.0,False,Helley Philliames,0.0,0,False
2145_01,Earth,False,F,425,P,TRAPPIST-1e,15.0,False,Karene Pecketton,1079.0,1,False
2147_01,Mars,False,E,155,S,TRAPPIST-1e,,False,Chon Ban,1298.0,1,True
2148_01,Earth,False,F,420,S,TRAPPIST-1e,13.0,False,Ellana Grahangory,874.0,1,False
2149_01,Europa,True,B,89,S,TRAPPIST-1e,18.0,False,Altares Persed,0.0,0,True
2150_01,Earth,True,G,346,P,PSO J318.5-22,38.0,False,Walley Prickmantes,0.0,0,False
2152_01,Earth,False,F,426,P,TRAPPIST-1e,45.0,False,Eulah Bakericks,2797.0,1,False
2153_01,Earth,True,G,347,P,TRAPPIST-1e,21.0,False,Alvia Daviddley,0.0,0,False
2154_01,Earth,False,G,348,P,TRAPPIST-1e,19.0,False,Regana Barles,628.0,1,False
2156_01,Earth,False,F,421,S,TRAPPIST-1e,49.0,False,Troya Cofferson,1527.0,1,False
2158_01,Earth,False,F,423,S,TRAPPIST-1e,21.0,False,Joyn Moraleney,865.0,1,True
2159_01,Earth,False,F,424,S,TRAPPIST-1e,18.0,False,Hencey Casez,2429.0,1,True
2161_01,Mars,True,F,429,P,TRAPPIST-1e,43.0,False,Poselk Sidie,0.0,0,True
2162_01,Mars,True,F,425,S,PSO J318.5-22,27.0,False,Ral Graie,0.0,0,True
2162_02,Mars,False,F,425,S,TRAPPIST-1e,0.0,False,Hoces Graie,0.0,0,True
2163_01,Earth,False,G,349,P,TRAPPIST-1e,27.0,False,Adanne Mosepherry,773.0,1,False
2164_01,Europa,True,B,63,P,TRAPPIST-1e,21.0,,Coxaton Queldry,0.0,0,True
2167_01,Earth,False,F,431,P,PSO J318.5-22,20.0,False,Weney Mckinn,753.0,1,False
2168_01,Mars,True,F,427,S,TRAPPIST-1e,35.0,False,Fow Lacke,0.0,0,True
2168_02,Mars,False,F,427,S,TRAPPIST-1e,20.0,False,Gorice Lacke,1216.0,1,False
2171_01,Earth,False,F,433,P,TRAPPIST-1e,24.0,False,Sergia Camerrison,804.0,1,False
2171_02,Earth,False,G,351,P,TRAPPIST-1e,41.0,False,Karene Camerrison,6198.0,1,False
2172_01,Earth,False,G,347,S,PSO J318.5-22,23.0,False,Belly Barbes,774.0,1,True
2173_01,Earth,True,G,352,P,PSO J318.5-22,27.0,False,Vina Landolphrey,0.0,0,True
2175_01,Earth,True,G,348,S,55 Cancri e,58.0,False,Gabria Callowery,0.0,0,True
2177_01,Mars,True,F,435,P,TRAPPIST-1e,53.0,False,Clech Colle,0.0,0,True
2179_01,Europa,False,C,80,S,TRAPPIST-1e,30.0,False,Eltaird Dianket,8791.0,1,False
2180_01,Earth,False,F,428,S,55 Cancri e,24.0,False,Coreen Masquez,566.0,1,False
2182_01,Europa,False,B,64,P,TRAPPIST-1e,31.0,False,Unukath Tiouserful,4230.0,1,False
2183_01,Mars,False,F,429,S,PSO J318.5-22,46.0,False,Cheeet Ruity,1233.0,1,False
2183_02,Mars,False,F,429,S,TRAPPIST-1e,20.0,False,Prish Ruity,1040.0,1,False
2186_01,Earth,True,G,350,S,TRAPPIST-1e,20.0,False,Ivanne Johnsby,0.0,0,False
2187_01,Earth,False,F,437,P,TRAPPIST-1e,30.0,False,Hary Wiggson,1385.0,1,False
2188_01,Earth,False,F,438,P,55 Cancri e,24.0,False,Ollip Hopez,691.0,1,False
